iter	Logloss
113	0.06161547638
114	0.06097983209
115	0.0598111298
116	0.05882203986
117	0.05788058246
118	0.05652292531
119	0.05558460805
120	0.05489709784
121	0.0538113815
122	0.05306699567
123	0.05240595806
124	0.0512807724
125	0.05078359755
126	0.04990088126
127	0.0492841959
128	0.04855689072
129	0.04781710578
130	0.04734192418
131	0.04639780172
132	0.04536642796
133	0.04447057596
134	0.04379712489
135	0.04317335792
136	0.04271756556
137	0.04199959127
138	0.04154705885
139	0.04090384856
140	0.04057898289
141	0.04022024434
142	0.03971015011
143	0.03934126714
144	0.03886273198
145	0.03835005586
146	0.03753697756
147	0.0370727603
148	0.03661737558
149	0.03615982707
150	0.0358415121
151	0.03531042599
152	0.03471077244
153	0.03433906451
154	0.03392909038
155	0.03323318609
156	0.03295098921
157	0.03270337814
158	0.03219485167
159	0.0319299756
160	0.03147882543
161	0.03115098186
162	0.03072909146
163	0.03041945841
164	0.03013084109
165	0.02973047815
166	0.02947257961
167	0.02924036398
168	0.02894495813
169	0.0286249405
170	0.02826338338
171	0.02805576499
172	0.02791429496
173	0.0274843309
174	0.027297113
175	0.02702356664
176	0.0268516965
177	0.02654389114
178	0.02626842115
179	0.02608510866
180	0.02567081568
181	0.02518533497
182	0.02485694362
183	0.02460880454
184	0.02444465626
185	0.02410239534
186	0.02392686053
187	0.02378461186
188	0.02352825897
189	0.02329868049
190	0.0231442655
191	0.02289083644
192	0.02253325741
193	0.02228920867
194	0.02192734509
195	0.02170467784
196	0.02131451223
197	0.02093330011
198	0.02056160031
199	0.02034617401
200	0.02021152217
201	0.02012269381
202	0.01995106034
203	0.01981134008
204	0.01958069394
205	0.01943415607
206	0.01916591889
207	0.01883504681
208	0.01869382451
209	0.0185433161
210	0.01839244831
211	0.01807947857
212	0.01791341188
213	0.01779682462
214	0.01761701979
215	0.0173213226
216	0.01703250932
217	0.01690398077
218	0.01662451465
219	0.01653143604
220	0.01629972749
221	0.01614826133
222	0.01603918948
223	0.01577804845
224	0.01564923147
225	0.01554631664
226	0.015434043
227	0.01525100208
228	0.01516859764
229	0.01503778434
230	0.01493906044
231	0.0147344252
232	0.01450212234
233	0.01433320045
234	0.0141283012
235	0.01397896918
236	0.01376239905
237	0.0136551636
238	0.0135789941
239	0.01342806467
240	0.01331116339
241	0.01316371255
242	0.01308068124
243	0.01291897413
244	0.01281237428
245	0.01273655833
246	0.01259845292
247	0.01254215182
248	0.01249760477
249	0.01240880082
250	0.01236425028
251	0.0123055429
252	0.01222482774
253	0.01216656813
254	0.01210594642
255	0.01206569962
256	0.01192279153
257	0.01181270785
258	0.01171590933
259	0.01155879556
260	0.01149624034
261	0.01133095695
262	0.01127344922
263	0.01120148577
264	0.01114543589
265	0.01110007181
266	0.01094255564
267	0.01088467575
268	0.01079211235
269	0.01075057169
270	0.01068056502
271	0.01063293829
272	0.01056717198
273	0.01048763205
274	0.01037775365
275	0.01032452118
276	0.01028518793
277	0.01014345797
278	0.01009611735
279	0.009982708024
280	0.00994800242
281	0.009875176593
282	0.009822650654
283	0.009689806729
284	0.009571784299
285	0.009526713301
286	0.009491703568
287	0.009427275309
288	0.00939408628
289	0.00936492478
290	0.009318775084
291	0.009290690538
292	0.009237654035
293	0.009204453957
294	0.009156089876
295	0.009035549513
296	0.008923329377
297	0.008872447944
298	0.008819248037
299	0.008761742638
300	0.008714388056
301	0.008669775288
302	0.008621655441
303	0.008582535023
304	0.008512100359
305	0.00846865119
306	0.00840059606
307	0.008365650875
308	0.008327603922
309	0.008292800043
310	0.008231421215
311	0.008186662488
312	0.00814275509
313	0.008102343722
314	0.008023592321
315	0.007966362558
316	0.007880954045
317	0.00784807496
318	0.007819544397
319	0.007740465025
320	0.007645930313
321	0.007609177217
322	0.007578785827
323	0.007561916258
324	0.007527063533
325	0.007436324329
326	0.00735702282
327	0.007307172985
328	0.007290588356
329	0.007273057612
330	0.007254334194
331	0.007168353476
332	0.007125866122
333	0.007088027349
334	0.007004683192
335	0.006985395711
336	0.006948483281
337	0.006924996725
338	0.006880137979
339	0.006846668081
340	0.006828585485
341	0.006779178759
342	0.006756402225
343	0.006722256614
344	0.006690023585
345	0.006627903915
346	0.006582841641
347	0.006511855707
348	0.006496263132
349	0.006470502877
350	0.006451102001
351	0.006414141888
352	0.006401952883
353	0.006379767744
354	0.006340295513
355	0.006300383079
356	0.006251244429
357	0.006233214169
358	0.006208380839
359	0.006184714015
360	0.006154973332
361	0.006139021385
362	0.00611565869
363	0.006100585984
364	0.006033761327
365	0.005967969429
366	0.005945170216
367	0.005925421598
368	0.005861519604
369	0.00582349533
370	0.005807826577
371	0.005780217706
372	0.00575567513
373	0.005745096904
374	0.00573662723
375	0.005675650806
376	0.005660854898
377	0.005629589499
378	0.005608497015
379	0.005580875932
380	0.005538303678
381	0.005505478091
382	0.005490173945
383	0.005474557528
384	0.00543178349
385	0.005407214746
386	0.00538651478
387	0.00536624513
388	0.005356960762
389	0.005302016328
390	0.00528374765
391	0.005264828845
392	0.005211177686
393	0.005201222838
394	0.005148564315
395	0.005130844581
396	0.005102473934
397	0.005063246518
398	0.005020532375
399	0.005003697116
400	0.004982298758
401	0.004972666066
402	0.004931540605
403	0.004909952094
404	0.004861443508
405	0.004848188307
406	0.004826077892
407	0.00480943075
408	0.004769637236
409	0.004755077711
410	0.00474447419
411	0.004710164884
412	0.004689880697
413	0.004680663202
414	0.004664381539
415	0.004654583698
416	0.004638029889
417	0.004622621943
418	0.004611190354
419	0.004601223294
420	0.00458231234
421	0.004538612831
422	0.004525067167
423	0.004482415827
424	0.004451296969
425	0.004441090909
426	0.004413598921
427	0.004408359528
428	0.004388558283
429	0.004369813058
430	0.00435430015
431	0.004338847719
432	0.004308138824
433	0.004287415016
434	0.004264470717
435	0.004230524272
436	0.004213081918
437	0.004196997387
438	0.00416945597
439	0.00416031727
440	0.004122763436
441	0.004113129872
442	0.004102708654
443	0.00406582559
444	0.004051573974
445	0.004036624839
446	0.004024327964
447	0.004005123639
448	0.003996162589
449	0.003960741148
450	0.003951735031
451	0.003942366926
452	0.003925998327
453	0.003917515569
454	0.003904501403
455	0.003886094907
456	0.003863535567
457	0.003853950268
458	0.003838825226
459	0.003827397998
460	0.003812291273
461	0.003795388268
462	0.003779215347
463	0.003771620843
464	0.003761230445
465	0.003750358849
466	0.003738837126
467	0.003729501875
468	0.003719483934
469	0.003712391272
470	0.003680693812
471	0.003671882792
472	0.003640582794
473	0.00363530095
474	0.003630120289
475	0.003599749542
476	0.003594658433
477	0.003585523512
478	0.003579511294
479	0.0035680201
480	0.003557950404
481	0.003549956694
482	0.00353093031
483	0.003525517627
484	0.00351136603
485	0.003506523807
486	0.003477277988
487	0.00347344759
488	0.003468656249
489	0.003457957361
490	0.003434845878
491	0.003429766981
492	0.003422610353
493	0.003405335764
494	0.003398567874
495	0.003371645765
496	0.003352171619
497	0.003342948018
498	0.003321545589
499	0.003319031436
500	0.003306716244
501	0.003299440116
502	0.003292509114
503	0.003288527233
504	0.003279851123
505	0.003267713291
506	0.003255044251
507	0.003232843992
508	0.003211121443
509	0.003199791618
510	0.003180064225
511	0.003161396631
512	0.00314819115
513	0.003135835834
514	0.003111553192
515	0.003104407904
516	0.003093357202
517	0.00308654192
518	0.003078863097
519	0.003059213917
520	0.003053421509
521	0.003043524812
522	0.003027553675
523	0.003021991544
524	0.003007959447
525	0.002998496265
526	0.002992711416
527	0.002970235522
528	0.0029650159
529	0.00295751153
530	0.002947304016
531	0.002940613758
532	0.002922580882
533	0.00291679865
534	0.002912555381
535	0.002892868112
536	0.002888152657
537	0.002879876625
538	0.002876135198
539	0.002873273884
540	0.002868245288
541	0.002864579457
542	0.002850988725
543	0.002843555008
544	0.002837939669
545	0.002832804075
546	0.002820902917
547	0.00281169589
548	0.002808671463
549	0.002803721951
550	0.002791497475
551	0.002771328717
552	0.002765674417
553	0.002761385499
554	0.002751394597
555	0.002731594807
556	0.002718551566
557	0.002710145857
558	0.002701246738
559	0.002698754101
560	0.002690180337
561	0.002679870187
562	0.002665788371
563	0.002660710928
564	0.002656476672
565	0.002640484601
566	0.002622172309
567	0.002613275807
568	0.002603940266
569	0.00259642223
570	0.002591123232
571	0.002586719466
572	0.002583045785
573	0.002575093072
574	0.002566127661
575	0.002562971231
576	0.002559917438
577	0.002554053214
578	0.002549267106
579	0.002542272137
580	0.002529175979
581	0.00252526039
582	0.002522561608
583	0.002520260578
584	0.002517269879
585	0.002507063528
586	0.002503026986
587	0.002498476098
588	0.00249141949
589	0.002485549159
590	0.002481664099
591	0.002473025787
592	0.00246056609
593	0.00245131356
594	0.002447549163
595	0.002444609491
596	0.002430018855
597	0.002423304319
598	0.002418460352
599	0.002403216682
600	0.002398303369
601	0.00239239873
602	0.002376604371
603	0.002372407477
604	0.002368886442
605	0.002363064958
606	0.002359126545
607	0.002356913904
608	0.002352427273
609	0.00234800519
610	0.002341785954
611	0.00233868913
612	0.002327697597
613	0.002325342777
614	0.00232227372
615	0.002317913131
616	0.002310630025
617	0.002305065132
618	0.002301187922
619	0.002291574856
620	0.002288718631
621	0.002281172683
622	0.002270768619
623	0.002261428426
624	0.002259749901
625	0.0022500137
626	0.002245745717
627	0.002242129314
628	0.002239627664
629	0.002235833319
630	0.002228234745
631	0.002214299324
632	0.002205041124
633	0.002194628047
634	0.002188723553
635	0.002186158227
636	0.002182972431
637	0.002180413211
638	0.002168428898
639	0.00216611333
640	0.002163675355
641	0.002153769354
642	0.002150554919
643	0.002137447421
644	0.002135223005
645	0.002131797482
646	0.002120000124
647	0.002116814183
648	0.002113850088
649	0.002101013864
650	0.00209714247
651	0.00209269291
652	0.002089057754
653	0.002080985686
654	0.002078731758
655	0.002066330793
656	0.00206050582
657	0.002052217577
658	0.002050069483
659	0.002047637032
660	0.002044686166
661	0.002041327226
662	0.002037695559
663	0.00203434258
664	0.002029795036
665	0.002027356479
666	0.002024932896
667	0.002017280532
668	0.002015255864
669	0.00201048444
670	0.002007452453
671	0.001995523092
672	0.001993585651
673	0.001986494733
674	0.001983538779
675	0.001981986441
676	0.001973124248
677	0.00196798342
678	0.001956617541
679	0.001945272306
680	0.001938001557
681	0.001933358501
682	0.001930311395
683	0.001927352533
684	0.001924049709
685	0.001921888822
686	0.001919188732
687	0.001916263889
688	0.001914517182
689	0.001905725642
690	0.001900633806
691	0.001898772251
692	0.00189493473
693	0.001892969812
694	0.001891055049
695	0.001887754987
696	0.001885725667
697	0.001882462676
698	0.001879302176
699	0.001877131113
700	0.00186976427
701	0.00186128878
702	0.001859464733
703	0.001857563635
704	0.00185639175
705	0.001852312466
706	0.001845644887
707	0.001844168727
708	0.001840407238
709	0.001837589392
710	0.001835051688
711	0.001831705687
712	0.001829044703
713	0.001827445699
714	0.001825835211
715	0.001823675196
716	0.001822099744
717	0.00182008249
718	0.001816428289
719	0.001806528103
720	0.001804065995
721	0.001800369926
722	0.00179877034
723	0.001796207195
724	0.001790759331
725	0.001789754775
726	0.001785392296
727	0.001775670488
728	0.001774509506
729	0.001772201934
730	0.001771098957
731	0.001768335191
732	0.001766759448
733	0.001763730224
734	0.001760712484
735	0.001758914168
736	0.001756693968
737	0.001748788066
738	0.001743609004
739	0.001739363845
740	0.001737269541
741	0.00172941423
742	0.001720105729
743	0.001718347247
744	0.001715592204
745	0.001711160381
746	0.001708085653
747	0.001706612692
748	0.001704889827
749	0.001695857688
750	0.001692328511
751	0.001683581166
752	0.001682439955
753	0.001680204345
754	0.001677821613
755	0.001675713935
756	0.001674354367
757	0.001667761512
758	0.001665511073
759	0.001663473467
760	0.001657845916
761	0.001655628623
762	0.001653315817
763	0.001650007469
764	0.001645937489
765	0.001644860099
766	0.001643221844
767	0.001641663982
768	0.001639493646
769	0.001638014869
770	0.001635782312
771	0.001632111247
772	0.001630092103
773	0.001628105379
774	0.001626024014
775	0.001622316605
776	0.001619416039
777	0.00161410919
778	0.001612387343
779	0.001610873967
780	0.001609979606
781	0.001608358651
782	0.001605790999
783	0.001604009402
784	0.001601799668
785	0.001599620901
786	0.001597741028
787	0.001591901517
788	0.00159081555
789	0.001588491114
790	0.001587379996
791	0.00158259447
792	0.001580254334
793	0.001577880179
794	0.001571058064
795	0.001569337816
796	0.001567207604
797	0.001566090816
798	0.001564898578
799	0.001557198385
800	0.001554285026
801	0.001552379422
802	0.001551267868
803	0.001547512776
804	0.001546564771
805	0.001545350581
806	0.001541849317
807	0.00154054979
808	0.001537917009
809	0.001536149077
810	0.001535008012
811	0.00153297593
812	0.00153196236
813	0.001530019539
814	0.001527707606
815	0.001522336937
816	0.001520565225
817	0.001517596477
818	0.001515787985
819	0.001514034446
820	0.001510803002
821	0.001509349957
822	0.001504612987
823	0.001499189982
824	0.001496216001
825	0.001493459795
826	0.001491557389
827	0.001487529859
828	0.001486657742
829	0.001483437782
830	0.001480666021
831	0.001478610969
832	0.001475132093
833	0.001474336008
834	0.001473244952
835	0.001471642895
836	0.001470324761
837	0.001466062302
838	0.001465334398
839	0.001459619185
840	0.001458740816
841	0.001457330948
842	0.001456367533
843	0.001452876446
844	0.001446070613
845	0.001444302826
846	0.001442981929
847	0.001439535618
848	0.00143798299
849	0.001436535324
850	0.001435549375
851	0.001434296515
852	0.001431249264
853	0.001429937671
854	0.001427239761
855	0.001422058373
856	0.001420846654
857	0.00141973321
858	0.001418284963
859	0.001415533845
860	0.001414158868
861	0.001413051384
862	0.001411755492
863	0.001410851246
864	0.001408159442
865	0.00140402317
866	0.001402426493
867	0.001395982649
868	0.001395349386
869	0.001392399392
870	0.001390094292
871	0.001389023734
872	0.001385782695
873	0.001385164115
874	0.001381263646
875	0.001379366619
876	0.001378084392
877	0.001374153684
878	0.001373004913
879	0.001371483105
880	0.00136981403
881	0.001368653629
882	0.001366869124
883	0.001365631819
884	0.001361800985
885	0.001361042843
886	0.001358738469
887	0.001352682492
888	0.001351170133
889	0.001350381025
890	0.001347699253
891	0.001345693484
892	0.001343638141
893	0.001341644729
894	0.00133839962
895	0.00133541648
896	0.001332801726
897	0.001332039368
898	0.001330269255
899	0.001329610987
900	0.001328713429
901	0.00132730923
902	0.001325770704
903	0.001324793769
904	0.001322552925
905	0.001321338153
906	0.00132004168
907	0.00131894539
908	0.001317735125
909	0.001311863632
910	0.0013082167
911	0.001307256483
912	0.001306411987
913	0.001304956762
914	0.001303392213
915	0.001302630291
916	0.00130201927
917	0.001300380579
918	0.001298709177
919	0.001293016498
920	0.001289358953
921	0.001287463235
922	0.001284887442
923	0.001283909053
924	0.001283162105
925	0.001282215118
926	0.001278457554
927	0.001277610296
928	0.001276838779
929	0.001275964481
930	0.001272396634
931	0.001271709436
932	0.001270634227
933	0.001269683751
934	0.001268510993
935	0.001267222079
936	0.001261832656
937	0.001261372246
938	0.001260836386
939	0.001260191638
940	0.00125712796
941	0.001256098544
942	0.001255241981
943	0.001253577849
944	0.001252733789
945	0.001251439641
946	0.001250246094
947	0.001249054583
948	0.001246127123
949	0.001245140302
950	0.001244200439
951	0.001242861515
952	0.001241673202
953	0.001241037904
954	0.001239866745
955	0.001237006013
956	0.001235887481
957	0.001234835096
958	0.001234017785
959	0.001233124442
960	0.001229602535
961	0.001227618572
962	0.001226760338
963	0.001226108539
964	0.001225400407
965	0.001224237899
966	0.001223219386
967	0.001218180613
968	0.001217494796
969	0.001216123744
970	0.001214654053
971	0.001213745809
972	0.001211865065
973	0.001211263785
974	0.001210014776
975	0.001208672582
976	0.001207558992
977	0.001206786095
978	0.001205254909
979	0.001204682632
980	0.001204013824
981	0.001202744682
982	0.001201923301
983	0.001199354777
984	0.001198400957
985	0.001197342902
986	0.001196437056
987	0.001195294465
988	0.001194643029
989	0.00119418073
990	0.001191877301
991	0.001191365137
992	0.001190642758
993	0.001189493188
994	0.001187633887
995	0.001186740689
996	0.001183309497
997	0.001182463911
998	0.001180981136
999	0.001180333917
