iter	Passed	Remaining
490	2123	2200
491	2138	2207
492	2142	2203
493	2144	2197
494	2148	2191
495	2150	2185
496	2153	2179
497	2171	2189
498	2174	2182
499	2178	2178
500	2187	2178
501	2193	2175
502	2197	2170
503	2202	2167
504	2206	2163
505	2214	2161
506	2218	2157
507	2220	2150
508	2222	2144
509	2225	2138
510	2227	2131
511	2230	2126
512	2235	2122
513	2239	2117
514	2242	2112
515	2245	2106
516	2248	2100
517	2251	2095
518	2265	2099
519	2276	2101
520	2280	2096
521	2282	2090
522	2293	2091
523	2306	2094
524	2310	2090
525	2312	2083
526	2316	2078
527	2318	2072
528	2320	2066
529	2324	2061
530	2328	2056
531	2331	2050
532	2333	2044
533	2336	2039
534	2342	2035
535	2344	2029
536	2348	2024
537	2351	2019
538	2364	2021
539	2370	2019
540	2378	2018
541	2385	2015
542	2389	2010
543	2403	2014
544	2444	2040
545	2450	2037
546	2453	2031
547	2462	2031
548	2478	2036
549	2496	2042
550	2503	2040
551	2508	2035
552	2517	2035
553	2521	2030
554	2525	2024
555	2528	2019
556	2533	2015
557	2538	2010
558	2547	2010
559	2557	2009
560	2569	2010
561	2573	2005
562	2576	1999
563	2591	2003
564	2602	2003
565	2605	1997
566	2608	1991
567	2620	1992
568	2626	1989
569	2632	1985
570	2639	1983
571	2660	1990
572	2667	1988
573	2691	1997
574	2695	1992
575	2707	1992
576	2726	1998
577	2733	1995
578	2745	1996
579	2756	1995
580	2760	1990
581	2767	1987
582	2777	1986
583	2781	1981
584	2785	1975
585	2790	1971
586	2794	1966
587	2806	1966
588	2809	1960
589	2812	1954
590	2820	1952
591	2834	1953
592	2837	1947
593	2840	1941
594	2854	1942
595	2872	1947
596	2879	1943
597	2908	1955
598	2928	1960
599	2935	1956
600	2943	1953
601	2963	1959
602	2968	1954
603	2995	1963
604	3027	1976
605	3045	1979
606	3057	1979
607	3085	1989
608	3102	1991
609	3113	1990
610	3137	1997
611	3148	1995
612	3163	1997
613	3245	2040
614	3257	2038
615	3267	2036
616	3275	2033
617	3285	2030
618	3292	2026
619	3295	2019
620	3304	2016
621	3307	2010
622	3314	2005
623	3317	1999
624	3324	1994
625	3328	1988
626	3336	1984
627	3363	1992
628	3371	1988
629	3376	1983
630	3381	1977
631	3384	1970
632	3389	1965
633	3393	1958
634	3398	1953
635	3405	1949
636	3418	1948
637	3426	1944
638	3429	1937
639	3437	1933
640	3443	1928
641	3447	1922
642	3463	1923
643	3472	1919
644	3481	1916
645	3488	1911
646	3492	1905
647	3508	1905
648	3519	1903
649	3525	1898
650	3538	1897
651	3544	1891
652	3549	1886
653	3553	1880
654	3558	1874
655	3561	1867
656	3568	1862
657	3570	1855
658	3576	1850
659	3583	1846
660	3591	1842
661	3598	1837
662	3607	1833
663	3612	1828
664	3616	1822
665	3628	1819
666	3643	1819
667	3647	1812
668	3652	1807
669	3655	1800
670	3664	1796
671	3667	1790
672	3677	1787
673	3680	1780
674	3688	1775
675	3693	1770
676	3696	1763
677	3704	1759
678	3706	1752
679	3709	1745
680	3711	1738
681	3718	1734
682	3725	1729
683	3750	1732
684	3763	1730
685	3768	1725
686	3775	1720
687	3780	1714
688	3787	1709
689	3790	1703
690	3794	1696
691	3806	1694
692	3811	1688
693	3817	1683
694	3822	1677
695	3826	1671
696	3834	1666
697	3841	1662
698	3848	1657
699	3866	1656
700	3872	1651
701	3875	1645
702	3893	1644
703	3903	1641
704	3907	1635
705	3921	1632
706	3925	1626
707	3931	1621
708	3936	1615
709	3949	1613
710	3958	1608
711	3964	1603
712	3974	1599
713	3989	1597
714	4041	1611
715	4049	1606
716	4059	1602
717	4125	1620
718	4136	1616
719	4148	1613
720	4153	1607
721	4165	1603
722	4171	1598
723	4177	1592
724	4182	1586
725	4188	1580
726	4192	1574
727	4196	1567
728	4204	1562
729	4209	1556
730	4215	1551
731	4221	1545
732	4226	1539
733	4237	1535
734	4243	1530
735	4249	1524
736	4255	1518
737	4260	1512
738	4283	1512
739	4296	1509
740	4314	1508
741	4320	1502
742	4323	1495
743	4337	1492
744	4342	1486
745	4345	1479
746	4349	1473
747	4354	1466
748	4357	1460
749	4364	1454
750	4368	1448
751	4371	1441
752	4375	1435
753	4378	1428
754	4382	1422
755	4387	1416
756	4391	1409
757	4393	1402
758	4395	1395
759	4401	1389
760	4403	1382
761	4406	1376
762	4411	1370
763	4414	1363
764	4418	1357
765	4429	1353
766	4436	1347
767	4443	1342
768	4448	1336
769	4452	1330
770	4457	1323
771	4461	1317
772	4471	1313
773	4475	1306
774	4479	1300
775	4482	1293
776	4485	1287
777	4487	1280
778	4493	1274
779	4497	1268
780	4500	1261
781	4503	1255
782	4507	1249
783	4510	1242
784	4516	1237
785	4522	1231
786	4525	1224
787	4532	1219
788	4537	1213
789	4540	1207
790	4544	1200
791	4547	1194
792	4551	1188
793	4554	1181
794	4557	1175
795	4562	1169
796	4564	1162
797	4576	1158
798	4583	1152
799	4586	1146
800	4595	1141
801	4602	1136
802	4607	1130
803	4609	1123
804	4614	1117
805	4619	1111
806	4622	1105
807	4625	1099
808	4628	1092
809	4632	1086
810	4636	1080
811	4639	1074
812	4642	1067
813	4646	1061
814	4649	1055
815	4651	1048
816	4654	1042
817	4659	1036
818	4662	1030
819	4665	1024
820	4668	1017
821	4672	1011
822	4677	1006
823	4681	999
824	4684	993
825	4686	987
826	4690	981
827	4692	974
828	4702	970
829	4706	964
830	4710	957
831	4713	951
832	4716	945
833	4721	939
834	4731	935
835	4738	929
836	4743	923
837	4757	919
838	4766	914
839	4775	909
840	4790	905
841	4796	900
842	4801	894
843	4805	888
844	4807	881
845	4813	876
846	4817	870
847	4819	863
848	4825	858
849	4833	853
850	4839	847
851	4843	841
852	4846	835
853	4850	829
854	4860	824
855	4865	818
856	4871	812
857	4876	807
858	4890	802
859	4899	797
860	4903	791
861	4907	785
862	4912	779
863	4927	775
864	4931	769
865	4938	764
866	4945	758
867	4948	752
868	4953	746
869	4956	740
870	4959	734
871	4964	728
872	4967	722
873	4970	716
874	4972	710
875	4977	704
876	4980	698
877	4982	692
878	4993	687
879	4998	681
880	5004	675
881	5008	670
882	5012	664
883	5019	658
884	5022	652
885	5026	646
886	5029	640
887	5031	634
888	5036	628
889	5039	622
890	5043	617
891	5046	611
892	5050	605
893	5053	599
894	5057	593
895	5060	587
896	5062	581
897	5067	575
898	5070	569
899	5074	563
900	5078	557
901	5088	552
902	5095	547
903	5101	541
904	5104	535
905	5107	529
906	5112	524
907	5115	518
908	5119	512
909	5121	506
910	5123	500
911	5127	494
912	5130	488
913	5134	483
914	5137	477
915	5141	471
916	5144	465
917	5147	459
918	5150	453
919	5152	448
920	5154	442
921	5157	436
922	5160	430
923	5164	424
924	5167	418
925	5170	413
926	5172	407
927	5175	401
928	5179	395
929	5182	390
930	5185	384
931	5188	378
932	5191	372
933	5194	367
934	5197	361
935	5201	355
936	5205	349
937	5208	344
938	5212	338
939	5215	332
940	5217	327
941	5220	321
942	5223	315
943	5227	310
944	5230	304
945	5241	299
946	5249	293
947	5253	288
948	5263	282
949	5268	277
950	5271	271
951	5275	266
952	5279	260
953	5282	254
954	5296	249
955	5299	243
956	5303	238
957	5307	232
958	5316	227
959	5321	221
960	5323	216
961	5326	210
962	5330	204
963	5333	199
964	5336	193
965	5340	187
966	5349	182
967	5352	176
968	5357	171
969	5360	165
970	5363	160
971	5367	154
972	5371	149
973	5375	143
974	5378	137
975	5381	132
976	5388	126
977	5394	121
978	5408	116
979	5420	110
980	5426	105
981	5431	99
982	5436	94
983	5438	88
984	5442	82
985	5453	77
986	5460	71
987	5464	66
988	5468	60
989	5471	55
990	5475	49
991	5478	44
992	5481	38
993	5487	33
994	5489	27
995	5492	22
996	5494	16
997	5501	11
998	5505	5
999	5511	0
