iter	Logloss
0	0.6827446285
1	0.6733464693
2	0.6639777736
3	0.6560303036
4	0.6462850069
5	0.6373134412
6	0.6282484657
7	0.6203258414
8	0.6118998277
9	0.6034942426
10	0.5951696697
11	0.5884647369
12	0.582728135
13	0.5751160571
14	0.5679798126
15	0.55975914
16	0.552412284
17	0.5441615456
18	0.5386231071
19	0.5325210973
20	0.5254975369
21	0.5178870151
22	0.5109321695
23	0.5036523719
24	0.4969555704
25	0.4906059566
26	0.484387448
27	0.4786735334
28	0.4733760733
29	0.4671988236
30	0.462129091
31	0.4570210105
32	0.4519852086
33	0.4472896174
34	0.4426722276
35	0.4378453807
36	0.4319263257
37	0.4274198632
38	0.4214734529
39	0.4166013567
40	0.4115504215
41	0.4073524475
42	0.4030021366
43	0.3991810648
44	0.3937141268
45	0.389169166
46	0.384458567
47	0.3799059517
48	0.3755637721
49	0.3715590176
50	0.3673601151
51	0.3627264123
52	0.3576426255
53	0.3542790162
54	0.3501042316
55	0.3464359484
56	0.3426067955
57	0.3390344821
58	0.3358765903
59	0.3324956392
60	0.3284807707
61	0.3245433004
62	0.3214197159
63	0.3177656625
64	0.3145999407
65	0.3115623374
66	0.3080793933
67	0.3052408319
68	0.3019482462
69	0.2983254382
70	0.2959122909
71	0.2927421269
72	0.2895332889
73	0.2869602003
74	0.2834903817
75	0.280890515
76	0.2780866623
77	0.2751983843
78	0.272185953
79	0.2693601909
80	0.2670301136
81	0.2633712417
82	0.2612053721
83	0.2583422159
84	0.2564923136
85	0.2538650914
86	0.2509011218
87	0.2484353718
88	0.2458672273
89	0.2434613579
90	0.2418097948
91	0.2394821267
92	0.2371561653
93	0.2343136637
94	0.2322666269
95	0.230022832
96	0.2280051081
97	0.2255353426
98	0.223521082
99	0.2214204889
100	0.2191037128
101	0.2172235439
102	0.2151867716
103	0.2133111703
104	0.2112059844
105	0.2091025679
106	0.2074392469
107	0.2056264752
108	0.2039450093
109	0.2025041957
110	0.200377251
111	0.1983561641
112	0.1972080532
113	0.1956250793
114	0.1937432917
115	0.1917528855
116	0.1903809748
117	0.1888730526
118	0.1872695873
119	0.1857837501
120	0.1845993117
121	0.1830504944
122	0.1818881662
123	0.1805666246
124	0.179190711
125	0.1777815568
126	0.1765433738
127	0.1749777292
