iter	Passed	Remaining
185	2578	11282
186	2586	11246
187	2597	11218
188	2609	11196
189	2619	11165
190	2640	11185
191	2656	11178
192	2665	11146
193	2680	11138
194	2700	11147
195	2718	11151
196	2737	11157
197	2750	11141
198	2762	11120
199	2775	11102
200	2789	11090
201	2801	11067
202	2810	11033
203	2824	11021
204	2835	10995
205	2847	10976
206	2861	10963
207	2873	10940
208	2883	10914
209	2893	10885
210	2906	10869
211	2919	10851
212	2933	10838
213	2944	10813
214	2956	10794
215	2976	10804
216	2990	10791
217	3004	10776
218	3017	10760
219	3029	10740
220	3038	10711
221	3049	10688
222	3058	10658
223	3069	10632
224	3080	10610
225	3089	10581
226	3099	10554
227	3108	10523
228	3121	10508
229	3135	10498
230	3151	10491
231	3163	10472
232	3172	10444
233	3184	10424
234	3199	10416
235	3213	10401
236	3226	10385
237	3237	10364
238	3248	10342
239	3261	10326
240	3270	10299
241	3286	10292
242	3298	10276
243	3311	10259
244	3323	10241
245	3334	10221
246	3348	10208
247	3360	10190
248	3369	10161
249	3382	10146
250	3395	10132
251	3411	10126
252	3420	10100
253	3430	10074
254	3441	10053
255	3450	10027
256	3464	10015
257	3475	9996
258	3485	9972
259	3495	9949
260	3506	9929
261	3523	9926
262	3535	9907
263	3548	9892
264	3561	9878
265	3575	9867
266	3625	9953
267	3909	10679
268	4011	10900
269	4081	11034
270	4159	11188
271	4178	11182
272	4200	11186
273	4217	11174
274	4238	11174
275	4256	11166
276	4277	11163
277	4299	11166
278	4321	11167
279	4345	11175
280	4380	11207
281	4436	11296
282	4546	11519
283	4881	12306
284	4921	12346
285	4952	12364
286	5030	12496
287	5103	12616
288	5161	12698
289	5404	13230
290	5473	13334
291	5520	13385
292	5563	13424
293	5588	13418
294	5616	13422
295	5632	13395
296	5647	13367
297	5663	13340
298	5680	13317
299	5695	13289
300	5708	13256
301	5727	13236
302	5745	13216
303	5761	13189
304	5780	13170
305	5839	13244
306	5876	13264
307	5896	13247
308	5913	13224
309	5928	13196
310	5943	13166
311	5959	13140
312	5978	13121
313	5997	13103
314	6016	13083
315	6042	13080
316	6061	13060
317	6092	13066
318	6140	13109
319	6182	13137
320	6231	13182
321	6287	13238
322	6327	13261
323	6359	13267
324	6387	13265
325	6407	13246
326	6427	13228
327	6453	13222
328	6476	13208
329	6568	13335
330	6633	13407
331	6687	13454
332	6731	13482
333	6775	13510
334	6807	13512
335	6916	13668
336	6974	13722
337	6988	13686
338	6999	13647
339	7008	13605
340	7018	13564
341	7030	13526
342	7039	13483
343	7048	13442
344	7057	13399
345	7068	13361
346	7083	13329
347	7094	13291
348	7102	13249
349	7115	13215
350	7128	13179
351	7141	13146
352	7152	13109
353	7163	13072
354	7173	13033
355	7182	12993
356	7193	12956
357	7202	12917
358	7214	12882
359	7226	12846
360	7238	12812
361	7249	12776
362	7261	12742
363	7273	12708
364	7282	12670
365	7293	12634
366	7303	12597
367	7313	12559
368	7323	12522
369	7332	12485
370	7343	12450
371	7359	12424
372	7371	12391
373	7381	12354
374	7392	12320
375	7404	12288
376	7414	12252
377	7425	12219
378	7436	12185
379	7446	12149
380	7459	12119
381	7474	12091
382	7486	12060
383	7505	12039
384	7523	12018
385	7535	11986
386	7544	11950
387	7556	11918
388	7565	11883
389	7575	11848
390	7586	11815
391	7595	11781
392	7604	11745
393	7613	11710
394	7621	11673
395	7630	11638
396	7638	11602
397	7646	11566
398	7654	11530
399	7664	11496
400	7672	11460
401	7682	11427
402	7690	11392
403	7699	11359
404	7707	11324
405	7717	11291
406	7726	11256
407	7736	11226
408	7748	11197
409	7758	11163
410	7768	11133
411	7777	11099
412	7785	11065
413	7794	11032
414	7802	10998
415	7810	10965
416	7818	10931
417	7827	10898
418	7834	10863
419	7843	10831
420	7850	10797
421	7859	10765
422	7867	10731
423	7876	10699
424	7884	10667
425	7894	10636
426	7905	10609
427	7914	10577
428	7923	10546
429	7931	10514
430	7940	10482
431	7948	10451
432	7958	10421
433	7966	10388
434	7975	10359
435	7985	10329
436	7996	10301
437	8005	10271
438	8012	10239
439	8021	10208
440	8028	10176
441	8037	10146
442	8045	10116
443	8054	10085
444	8062	10055
445	8071	10026
446	8079	9994
447	8089	9967
448	8101	9942
449	8114	9917
450	8127	9893
451	8141	9870
452	8155	9848
453	8169	9825
454	8182	9800
455	8195	9777
456	8209	9753
457	8221	9729
458	8232	9702
459	8242	9676
460	8252	9648
461	8263	9622
462	8273	9595
463	8282	9567
464	8294	9542
465	8307	9519
466	8316	9491
467	8325	9463
468	8334	9436
469	8343	9408
470	8352	9381
471	8361	9353
472	8371	9326
473	8380	9299
474	8390	9273
475	8401	9248
476	8410	9221
477	8420	9195
478	8430	9169
479	8439	9143
480	8450	9117
481	8459	9091
482	8468	9065
483	8479	9040
484	8488	9013
485	8499	8989
486	8507	8961
487	8518	8937
488	8533	8917
489	8541	8890
490	8551	8864
491	8558	8837
492	8567	8810
493	8575	8783
494	8583	8757
495	8592	8730
496	8601	8705
497	8612	8681
498	8621	8656
499	8633	8633
500	8644	8610
501	8654	8585
502	8666	8562
503	8677	8539
504	8687	8515
505	8705	8499
506	8715	8474
507	8726	8451
508	8735	8427
509	8747	8404
510	8758	8381
511	8766	8356
512	8777	8332
513	8787	8308
514	8797	8284
515	8806	8260
516	8815	8236
517	8826	8212
518	8837	8190
519	8846	8166
520	8857	8143
521	8867	8119
522	8878	8097
523	8890	8076
524	8900	8052
525	8910	8029
526	8921	8007
527	8930	7983
528	8941	7960
529	8950	7937
530	8960	7914
531	8970	7891
532	8979	7867
533	8990	7845
534	8999	7822
535	9008	7798
536	9019	7776
537	9028	7752
538	9038	7730
539	9049	7708
540	9058	7685
541	9072	7666
542	9084	7645
543	9095	7624
544	9106	7602
545	9118	7581
546	9128	7559
547	9139	7538
548	9156	7521
549	9168	7501
550	9179	7480
551	9189	7457
552	9199	7436
553	9212	7416
554	9221	7394
555	9232	7372
556	9241	7350
557	9253	7330
558	9264	7309
559	9274	7286
560	9284	7265
561	9295	7244
562	9305	7223
563	9316	7202
564	9327	7181
565	9336	7159
566	9348	7139
567	9358	7117
568	9369	7096
569	9379	7076
570	9389	7054
571	9400	7033
572	9411	7013
573	9421	6992
574	9433	6972
575	9445	6953
576	9455	6931
577	9465	6911
578	9476	6890
579	9486	6869
580	9496	6848
581	9508	6829
582	9518	6808
583	9531	6789
584	9543	6770
585	9561	6755
586	9573	6735
587	9588	6718
588	9601	6699
589	9612	6679
590	9623	6660
591	9633	6639
592	9645	6619
593	9656	6600
594	9667	6580
595	9678	6560
596	9690	6541
597	9700	6520
598	9711	6501
599	9722	6481
600	9731	6460
601	9743	6441
602	9754	6421
603	9763	6401
604	9776	6383
605	9786	6363
606	9797	6343
607	9809	6324
608	9820	6305
609	9830	6285
610	9842	6266
611	9853	6247
612	9863	6227
613	9874	6208
614	9886	6188
615	9895	6168
616	9906	6149
617	9916	6129
618	9925	6109
619	9936	6089
620	9944	6069
621	9958	6052
622	9971	6034
623	9981	6014
624	9990	5994
625	10001	5975
626	10010	5955
627	10021	5936
628	10032	5917
629	10041	5897
630	10054	5879
631	10065	5861
632	10075	5841
633	10085	5822
634	10097	5804
635	10107	5784
636	10118	5766
637	10129	5747
638	10137	5727
639	10148	5708
640	10156	5688
641	10167	5669
642	10177	5650
643	10186	5630
644	10196	5611
645	10204	5592
646	10214	5572
647	10225	5554
648	10235	5535
649	10247	5517
650	10259	5500
651	10281	5487
652	10298	5472
653	10320	5459
654	10336	5444
655	10351	5427
656	10374	5416
657	10386	5398
658	10399	5381
659	10417	5366
660	10432	5350
661	10448	5334
662	10463	5318
663	10476	5301
664	10496	5287
665	10514	5273
666	10534	5259
667	10550	5243
668	10564	5227
669	10584	5213
670	10612	5203
671	10631	5189
672	10656	5177
673	10672	5161
674	10689	5146
675	10705	5131
676	10723	5116
677	10746	5103
678	10770	5091
679	10790	5078
680	10818	5067
681	10837	5053
682	10864	5042
683	10902	5036
684	10934	5028
685	10960	5016
686	10976	5001
687	11002	4989
688	11013	4971
689	11027	4954
690	11038	4936
691	11049	4918
692	11060	4899
693	11084	4887
694	11215	4922
695	11264	4919
696	11292	4909
697	11313	4895
698	11336	4881
699	11358	4868
700	11381	4854
701	11445	4858
702	11494	4856
703	11528	4847
704	11580	4845
705	11625	4841
706	11657	4831
707	11694	4823
708	11713	4807
709	11741	4795
710	11759	4780
711	11779	4764
712	11833	4763
713	11848	4746
714	11874	4733
715	11882	4713
716	11892	4693
717	11900	4673
718	11909	4654
719	11917	4634
720	11926	4615
721	11934	4595
722	11941	4575
723	11949	4555
724	11956	4535
725	11964	4515
726	11975	4496
727	11984	4477
728	11991	4457
729	11999	4438
730	12007	4418
731	12016	4399
732	12025	4380
733	12036	4361
734	12044	4342
735	12052	4323
736	12072	4308
737	12131	4306
738	12191	4305
739	12235	4298
740	12250	4281
741	12299	4276
742	12322	4262
743	12337	4245
744	12353	4228
745	12368	4211
746	12385	4194
747	12405	4179
748	12419	4162
749	12450	4150
750	12474	4135
751	12500	4122
752	12524	4108
753	12545	4092
754	12597	4087
755	12634	4077
756	12670	4067
757	12705	4056
758	12748	4047
759	12776	4034
760	12799	4019
761	12830	4007
762	12851	3992
763	12867	3974
764	12885	3958
765	12907	3942
766	12925	3926
767	12942	3909
768	12956	3892
769	12976	3876
770	13065	3880
771	13164	3888
772	13257	3893
773	13423	3919
774	13522	3925
775	13556	3913
776	13610	3906
777	13682	3904
778	13748	3900
779	13808	3894
780	13881	3892
781	13940	3886
782	13965	3870
783	13976	3850
784	14020	3840
785	14069	3830
786	14100	3816
787	14126	3800
788	14138	3781
789	14167	3766
790	14248	3764
791	14273	3748
792	14287	3729
793	14299	3709
794	14311	3690
795	14327	3671
796	14338	3652
797	14349	3632
798	14361	3612
799	14372	3593
800	14385	3573
801	14397	3554
802	14407	3534
803	14416	3514
804	14426	3494
805	14440	3475
806	14449	3455
807	14460	3436
808	14469	3416
809	14480	3396
810	14492	3377
811	14501	3357
812	14512	3337
813	14521	3318
814	14530	3298
815	14540	3278
816	14550	3259
817	14562	3239
818	14575	3221
819	14583	3201
820	14593	3181
821	14602	3162
822	14612	3142
823	14624	3123
824	14631	3103
825	14640	3084
826	14647	3064
827	14656	3044
828	14665	3025
829	14673	3005
830	14681	2985
831	14690	2966
832	14698	2946
833	14706	2927
834	14714	2907
835	14722	2888
836	14729	2868
837	14741	2849
838	14751	2830
839	14758	2811
840	14767	2792
841	14775	2772
842	14786	2753
843	14794	2734
844	14803	2715
845	14811	2696
846	14819	2677
847	14827	2657
848	14836	2638
849	14845	2619
850	14853	2600
851	14861	2581
852	14870	2562
853	14881	2544
854	14890	2525
855	14900	2506
856	14907	2487
857	14929	2470
858	14957	2455
859	15015	2444
860	15033	2427
861	15049	2409
862	15061	2390
863	15072	2372
864	15083	2354
865	15095	2335
866	15109	2317
867	15122	2299
868	15135	2281
869	15150	2263
870	15163	2245
871	15178	2227
872	15195	2210
873	15205	2192
874	15220	2174
875	15240	2157
876	15259	2140
877	15277	2122
878	15301	2106
879	15314	2088
880	15326	2070
881	15339	2052
882	15350	2034
883	15364	2016
884	15386	1999
885	15402	1981
886	15416	1963
887	15429	1946
888	15445	1928
889	15462	1911
890	15488	1894
891	15519	1879
892	15541	1862
893	15573	1846
894	15589	1828
895	15600	1810
896	15630	1794
897	15649	1777
898	15662	1759
899	15674	1741
900	15686	1723
901	15698	1705
902	15710	1687
903	15725	1669
904	15738	1652
905	15753	1634
906	15770	1617
907	15787	1599
908	15803	1582
909	15819	1564
910	15838	1547
911	15857	1530
912	15891	1514
913	15910	1497
914	15929	1479
915	15949	1462
916	15988	1447
917	16025	1431
918	16053	1414
919	16073	1397
920	16087	1379
921	16100	1362
922	16114	1344
923	16123	1326
924	16138	1308
925	16149	1290
926	16159	1272
927	16168	1254
928	16178	1236
929	16185	1218
930	16198	1200
931	16208	1182
932	16217	1164
933	16230	1146
934	16237	1128
935	16249	1111
936	16260	1093
937	16267	1075
938	16278	1057
939	16286	1039
940	16297	1021
941	16306	1004
942	16315	986
943	16326	968
944	16333	950
945	16346	933
946	16357	915
947	16367	897
948	16378	880
949	16387	862
950	16400	845
951	16411	827
952	16420	809
953	16428	792
954	16438	774
955	16445	756
956	16457	739
957	16469	722
958	16479	704
959	16506	687
960	16525	670
961	16559	654
962	16578	636
963	16592	619
964	16601	602
965	16610	584
966	16620	567
967	16628	549
968	16641	532
969	16662	515
970	16673	497
971	16682	480
972	16689	463
973	16699	445
974	16706	428
975	16717	411
976	16733	393
977	16741	376
978	16753	359
979	16762	342
980	16770	324
981	16777	307
982	16785	290
983	16792	273
984	16804	255
985	16814	238
986	16821	221
987	16830	204
988	16838	187
989	16848	170
990	16855	153
991	16864	136
992	16872	118
993	16880	101
994	16887	84
995	16896	67
996	16901	50
997	16912	33
998	16922	16
999	16932	0
