Tipo de equipo e instalación;Ámbito medioambiental;Agrupación de actividad económica;periodo;Total
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C20-21. Industria química y farmacéutica;2018;275.188
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C20-21. Industria química y farmacéutica;2017;235.878
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C20-21. Industria química y farmacéutica;2016;240.132
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C20-21. Industria química y farmacéutica;2015;390.189
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C20-21. Industria química y farmacéutica;2014;39.058
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C20-21. Industria química y farmacéutica;2013;97.269
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C20-21. Industria química y farmacéutica;2012;209.423
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C20-21. Industria química y farmacéutica;2011;205.797
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C20-21. Industria química y farmacéutica;2010;2.677.474
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C20-21. Industria química y farmacéutica;2009;24.451
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C20-21. Industria química y farmacéutica;2008;203.552
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C22. Fabricación de productos de caucho y plásticos;2021;30.649
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C22. Fabricación de productos de caucho y plásticos;2020;0
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C22. Fabricación de productos de caucho y plásticos;2019;101.104
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C22. Fabricación de productos de caucho y plásticos;2018;62.018
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C22. Fabricación de productos de caucho y plásticos;2017;25.356
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C22. Fabricación de productos de caucho y plásticos;2016;0
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C22. Fabricación de productos de caucho y plásticos;2015;22.964
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C22. Fabricación de productos de caucho y plásticos;2014;0
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C22. Fabricación de productos de caucho y plásticos;2013;30.889
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C22. Fabricación de productos de caucho y plásticos;2012;26.320
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C22. Fabricación de productos de caucho y plásticos;2011;4.255
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C22. Fabricación de productos de caucho y plásticos;2010;20.119
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C22. Fabricación de productos de caucho y plásticos;2009;0
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C22. Fabricación de productos de caucho y plásticos;2008;1.328
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C23. Fabricación de otros productos minerales no metálicos;2021;54.479
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C23. Fabricación de otros productos minerales no metálicos;2020;945.492
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C23. Fabricación de otros productos minerales no metálicos;2019;232.965
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C23. Fabricación de otros productos minerales no metálicos;2018;444.808
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C23. Fabricación de otros productos minerales no metálicos;2017;506.755
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C23. Fabricación de otros productos minerales no metálicos;2016;856.312
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C23. Fabricación de otros productos minerales no metálicos;2015;85.926
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C23. Fabricación de otros productos minerales no metálicos;2014;235.724
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C23. Fabricación de otros productos minerales no metálicos;2013;159.763
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C23. Fabricación de otros productos minerales no metálicos;2012;254.113
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C23. Fabricación de otros productos minerales no metálicos;2011;673.145
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C23. Fabricación de otros productos minerales no metálicos;2010;800.311
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C23. Fabricación de otros productos minerales no metálicos;2009;4.725.512
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C23. Fabricación de otros productos minerales no metálicos;2008;5.706.322
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C24-25. Metalurgia y fabricación de productos metálicos;2021;463.531
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C24-25. Metalurgia y fabricación de productos metálicos;2020;61.498
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C24-25. Metalurgia y fabricación de productos metálicos;2019;0
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C24-25. Metalurgia y fabricación de productos metálicos;2018;108.937
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C24-25. Metalurgia y fabricación de productos metálicos;2017;12.420
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C24-25. Metalurgia y fabricación de productos metálicos;2016;854.272
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C24-25. Metalurgia y fabricación de productos metálicos;2015;40.132
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C24-25. Metalurgia y fabricación de productos metálicos;2014;50.200
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C24-25. Metalurgia y fabricación de productos metálicos;2013;41.024
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C24-25. Metalurgia y fabricación de productos metálicos;2012;57.022
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C24-25. Metalurgia y fabricación de productos metálicos;2011;199.183
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C24-25. Metalurgia y fabricación de productos metálicos;2010;196.839
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C24-25. Metalurgia y fabricación de productos metálicos;2009;75.999
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C24-25. Metalurgia y fabricación de productos metálicos;2008;168.935
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2021;978
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2020;500
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2019;800
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2018;16.622
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2017;800
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2016;117.774
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2015;6.960
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2014;800
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2013;1.367
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2012;985
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2011;0
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2010;4.154
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2009;0
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2008;16.536
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C28. Fabricación de maquinaria y equipo;2021;15.233
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C28. Fabricación de maquinaria y equipo;2020;15.828
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C28. Fabricación de maquinaria y equipo;2019;0
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C28. Fabricación de maquinaria y equipo;2018;7.929
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C28. Fabricación de maquinaria y equipo;2017;32.256
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C28. Fabricación de maquinaria y equipo;2016;11.472
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C28. Fabricación de maquinaria y equipo;2015;17.844
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C28. Fabricación de maquinaria y equipo;2014;10.681
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C28. Fabricación de maquinaria y equipo;2013;12.165
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C28. Fabricación de maquinaria y equipo;2012;12.301
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C28. Fabricación de maquinaria y equipo;2011;21.411
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C28. Fabricación de maquinaria y equipo;2010;19.204
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C28. Fabricación de maquinaria y equipo;2009;14.324
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C28. Fabricación de maquinaria y equipo;2008;0
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C29-30. Fabricación de material de transporte;2021;12.306
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C29-30. Fabricación de material de transporte;2020;23.321
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C29-30. Fabricación de material de transporte;2019;46.857
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C29-30. Fabricación de material de transporte;2018;85.141
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C29-30. Fabricación de material de transporte;2017;40.895
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C29-30. Fabricación de material de transporte;2016;11.006
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C29-30. Fabricación de material de transporte;2015;1.957
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C29-30. Fabricación de material de transporte;2014;64.360
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C29-30. Fabricación de material de transporte;2013;35.079
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C29-30. Fabricación de material de transporte;2012;84.148
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C29-30. Fabricación de material de transporte;2011;172.985
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C29-30. Fabricación de material de transporte;2010;41.204
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C29-30. Fabricación de material de transporte;2009;8.288
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C29-30. Fabricación de material de transporte;2008;43.000
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2021;0
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2020;3.500
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2019;0
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2018;0
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2017;11.875
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2016;0
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2015;1.200
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2014;0
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2013;0
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2012;516
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección de la biodiversidad y los paisajes;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2011;18.836
