Sectores de actividad económica agregados;Categoría de residuos (CER-Stat) agregada;Peligrosidad;año;Total
A: Agricultura ganadería silvicultura y pesca;TOTAL;Peligrosos;2021;..
A: Agricultura ganadería silvicultura y pesca;TOTAL;Peligrosos;2020;..
A: Agricultura ganadería silvicultura y pesca;TOTAL;Peligrosos;2019;..
A: Agricultura ganadería silvicultura y pesca;TOTAL;Peligrosos;2018;..
A: Agricultura ganadería silvicultura y pesca;TOTAL;Peligrosos;2017;..
A: Agricultura ganadería silvicultura y pesca;TOTAL;Peligrosos;2016;..
A: Agricultura ganadería silvicultura y pesca;TOTAL;Peligrosos;2015;..
A: Agricultura ganadería silvicultura y pesca;TOTAL;Total;2021;6.344.439,90
A: Agricultura ganadería silvicultura y pesca;TOTAL;Total;2020;6.330.650,90
A: Agricultura ganadería silvicultura y pesca;TOTAL;Total;2019;6.183.959,10
A: Agricultura ganadería silvicultura y pesca;TOTAL;Total;2018;6.258.250,70
A: Agricultura ganadería silvicultura y pesca;TOTAL;Total;2017;6.054.956,10
A: Agricultura ganadería silvicultura y pesca;TOTAL;Total;2016;6.271.465,50
A: Agricultura ganadería silvicultura y pesca;TOTAL;Total;2015;6.168.724,50
B-D: Industria (Incluidas minería y producción de energía);(01-03): Químicos;No peligrosos;2021;743.705,50
B-D: Industria (Incluidas minería y producción de energía);(01-03): Químicos;No peligrosos;2020;745.297,00
B-D: Industria (Incluidas minería y producción de energía);(01-03): Químicos;No peligrosos;2019;733.812,90
B-D: Industria (Incluidas minería y producción de energía);(01-03): Químicos;No peligrosos;2018;741.385,40
B-D: Industria (Incluidas minería y producción de energía);(01-03): Químicos;No peligrosos;2017;781.735,40
B-D: Industria (Incluidas minería y producción de energía);(01-03): Químicos;No peligrosos;2016;818.052,40
B-D: Industria (Incluidas minería y producción de energía);(01-03): Químicos;No peligrosos;2015;850.483,50
B-D: Industria (Incluidas minería y producción de energía);(01-03): Químicos;Peligrosos;2021;912.904,90
B-D: Industria (Incluidas minería y producción de energía);(01-03): Químicos;Peligrosos;2020;914.198,10
B-D: Industria (Incluidas minería y producción de energía);(01-03): Químicos;Peligrosos;2019;850.161,50
B-D: Industria (Incluidas minería y producción de energía);(01-03): Químicos;Peligrosos;2018;853.411,90
B-D: Industria (Incluidas minería y producción de energía);(01-03): Químicos;Peligrosos;2017;1.054.646,80
B-D: Industria (Incluidas minería y producción de energía);(01-03): Químicos;Peligrosos;2016;1.005.491,30
B-D: Industria (Incluidas minería y producción de energía);(01-03): Químicos;Peligrosos;2015;975.828,60
B-D: Industria (Incluidas minería y producción de energía);(01-03): Químicos;Total;2021;1.656.610,40
B-D: Industria (Incluidas minería y producción de energía);(01-03): Químicos;Total;2020;1.659.495,10
B-D: Industria (Incluidas minería y producción de energía);(01-03): Químicos;Total;2019;1.583.974,40
B-D: Industria (Incluidas minería y producción de energía);(01-03): Químicos;Total;2018;1.594.797,30
B-D: Industria (Incluidas minería y producción de energía);(01-03): Químicos;Total;2017;1.836.382,20
B-D: Industria (Incluidas minería y producción de energía);(01-03): Químicos;Total;2016;1.823.543,70
B-D: Industria (Incluidas minería y producción de energía);(01-03): Químicos;Total;2015;1.826.312,10
B-D: Industria (Incluidas minería y producción de energía);(06): Metálicos;No peligrosos;2021;1.959.358,90
B-D: Industria (Incluidas minería y producción de energía);(06): Metálicos;No peligrosos;2020;1.992.575,30
B-D: Industria (Incluidas minería y producción de energía);(06): Metálicos;No peligrosos;2019;1.963.698,80
B-D: Industria (Incluidas minería y producción de energía);(06): Metálicos;No peligrosos;2018;1.971.112,60
B-D: Industria (Incluidas minería y producción de energía);(06): Metálicos;No peligrosos;2017;2.209.945,90
B-D: Industria (Incluidas minería y producción de energía);(06): Metálicos;No peligrosos;2016;1.954.428,80
B-D: Industria (Incluidas minería y producción de energía);(06): Metálicos;No peligrosos;2015;2.251.326,80
B-D: Industria (Incluidas minería y producción de energía);(06): Metálicos;Peligrosos;2021;..
B-D: Industria (Incluidas minería y producción de energía);(06): Metálicos;Peligrosos;2020;..
B-D: Industria (Incluidas minería y producción de energía);(06): Metálicos;Peligrosos;2019;..
B-D: Industria (Incluidas minería y producción de energía);(06): Metálicos;Peligrosos;2018;..
B-D: Industria (Incluidas minería y producción de energía);(06): Metálicos;Peligrosos;2017;..
B-D: Industria (Incluidas minería y producción de energía);(06): Metálicos;Peligrosos;2016;..
B-D: Industria (Incluidas minería y producción de energía);(06): Metálicos;Peligrosos;2015;..
B-D: Industria (Incluidas minería y producción de energía);(06): Metálicos;Total;2021;1.959.358,90
B-D: Industria (Incluidas minería y producción de energía);(06): Metálicos;Total;2020;1.992.575,30
B-D: Industria (Incluidas minería y producción de energía);(06): Metálicos;Total;2019;1.963.698,80
B-D: Industria (Incluidas minería y producción de energía);(06): Metálicos;Total;2018;1.971.112,60
B-D: Industria (Incluidas minería y producción de energía);(06): Metálicos;Total;2017;2.209.945,90
B-D: Industria (Incluidas minería y producción de energía);(06): Metálicos;Total;2016;1.954.428,80
B-D: Industria (Incluidas minería y producción de energía);(06): Metálicos;Total;2015;2.251.326,80
B-D: Industria (Incluidas minería y producción de energía);(07.1): Vidrio;No peligrosos;2021;133.750,00
B-D: Industria (Incluidas minería y producción de energía);(07.1): Vidrio;No peligrosos;2020;125.613,10
B-D: Industria (Incluidas minería y producción de energía);(07.1): Vidrio;No peligrosos;2019;126.601,10
B-D: Industria (Incluidas minería y producción de energía);(07.1): Vidrio;No peligrosos;2018;120.549,30
B-D: Industria (Incluidas minería y producción de energía);(07.1): Vidrio;No peligrosos;2017;130.361,70
B-D: Industria (Incluidas minería y producción de energía);(07.1): Vidrio;No peligrosos;2016;123.909,80
B-D: Industria (Incluidas minería y producción de energía);(07.1): Vidrio;No peligrosos;2015;161.670,50
B-D: Industria (Incluidas minería y producción de energía);(07.1): Vidrio;Peligrosos;2021;..
B-D: Industria (Incluidas minería y producción de energía);(07.1): Vidrio;Peligrosos;2020;..
B-D: Industria (Incluidas minería y producción de energía);(07.1): Vidrio;Peligrosos;2019;..
B-D: Industria (Incluidas minería y producción de energía);(07.1): Vidrio;Peligrosos;2018;..
B-D: Industria (Incluidas minería y producción de energía);(07.1): Vidrio;Peligrosos;2017;7,7
B-D: Industria (Incluidas minería y producción de energía);(07.1): Vidrio;Peligrosos;2016;7,1
B-D: Industria (Incluidas minería y producción de energía);(07.1): Vidrio;Peligrosos;2015;6,8
B-D: Industria (Incluidas minería y producción de energía);(07.1): Vidrio;Total;2021;133.750,00
B-D: Industria (Incluidas minería y producción de energía);(07.1): Vidrio;Total;2020;125.613,10
B-D: Industria (Incluidas minería y producción de energía);(07.1): Vidrio;Total;2019;126.601,10
B-D: Industria (Incluidas minería y producción de energía);(07.1): Vidrio;Total;2018;120.549,30
B-D: Industria (Incluidas minería y producción de energía);(07.1): Vidrio;Total;2017;130.369,40
B-D: Industria (Incluidas minería y producción de energía);(07.1): Vidrio;Total;2016;123.916,90
B-D: Industria (Incluidas minería y producción de energía);(07.1): Vidrio;Total;2015;161.677,30
B-D: Industria (Incluidas minería y producción de energía);(07.2): Papel y Cartón;No peligrosos;2021;891.317,30
B-D: Industria (Incluidas minería y producción de energía);(07.2): Papel y Cartón;No peligrosos;2020;874.328,60
B-D: Industria (Incluidas minería y producción de energía);(07.2): Papel y Cartón;No peligrosos;2019;677.786,60
B-D: Industria (Incluidas minería y producción de energía);(07.2): Papel y Cartón;No peligrosos;2018;668.811,20
B-D: Industria (Incluidas minería y producción de energía);(07.2): Papel y Cartón;No peligrosos;2017;915.314,80
B-D: Industria (Incluidas minería y producción de energía);(07.2): Papel y Cartón;No peligrosos;2016;916.024,30
B-D: Industria (Incluidas minería y producción de energía);(07.2): Papel y Cartón;No peligrosos;2015;869.362,60
B-D: Industria (Incluidas minería y producción de energía);(07.2): Papel y Cartón;Peligrosos;2021;..
B-D: Industria (Incluidas minería y producción de energía);(07.2): Papel y Cartón;Peligrosos;2020;..
B-D: Industria (Incluidas minería y producción de energía);(07.2): Papel y Cartón;Peligrosos;2019;..
B-D: Industria (Incluidas minería y producción de energía);(07.2): Papel y Cartón;Peligrosos;2018;..
B-D: Industria (Incluidas minería y producción de energía);(07.2): Papel y Cartón;Peligrosos;2017;..
B-D: Industria (Incluidas minería y producción de energía);(07.2): Papel y Cartón;Peligrosos;2016;..
B-D: Industria (Incluidas minería y producción de energía);(07.2): Papel y Cartón;Peligrosos;2015;..
B-D: Industria (Incluidas minería y producción de energía);(07.2): Papel y Cartón;Total;2021;891.317,30
B-D: Industria (Incluidas minería y producción de energía);(07.2): Papel y Cartón;Total;2020;874.328,60
B-D: Industria (Incluidas minería y producción de energía);(07.2): Papel y Cartón;Total;2019;677.786,60
B-D: Industria (Incluidas minería y producción de energía);(07.2): Papel y Cartón;Total;2018;668.811,20
B-D: Industria (Incluidas minería y producción de energía);(07.2): Papel y Cartón;Total;2017;915.314,80
B-D: Industria (Incluidas minería y producción de energía);(07.2): Papel y Cartón;Total;2016;916.024,30
B-D: Industria (Incluidas minería y producción de energía);(07.2): Papel y Cartón;Total;2015;869.362,60
B-D: Industria (Incluidas minería y producción de energía);(07.4): Plásticos;No peligrosos;2021;273.430,30
B-D: Industria (Incluidas minería y producción de energía);(07.4): Plásticos;No peligrosos;2020;268.411,90
B-D: Industria (Incluidas minería y producción de energía);(07.4): Plásticos;No peligrosos;2019;253.549,40
B-D: Industria (Incluidas minería y producción de energía);(07.4): Plásticos;No peligrosos;2018;248.821,80
B-D: Industria (Incluidas minería y producción de energía);(07.4): Plásticos;No peligrosos;2017;273.835,20
B-D: Industria (Incluidas minería y producción de energía);(07.4): Plásticos;No peligrosos;2016;260.830,80
B-D: Industria (Incluidas minería y producción de energía);(07.4): Plásticos;No peligrosos;2015;260.062,50
B-D: Industria (Incluidas minería y producción de energía);(07.4): Plásticos;Peligrosos;2021;..
B-D: Industria (Incluidas minería y producción de energía);(07.4): Plásticos;Peligrosos;2020;..
B-D: Industria (Incluidas minería y producción de energía);(07.4): Plásticos;Peligrosos;2019;..
B-D: Industria (Incluidas minería y producción de energía);(07.4): Plásticos;Peligrosos;2018;..
B-D: Industria (Incluidas minería y producción de energía);(07.4): Plásticos;Peligrosos;2017;..
B-D: Industria (Incluidas minería y producción de energía);(07.4): Plásticos;Peligrosos;2016;..
B-D: Industria (Incluidas minería y producción de energía);(07.4): Plásticos;Peligrosos;2015;..
B-D: Industria (Incluidas minería y producción de energía);(07.4): Plásticos;Total;2021;273.430,30
B-D: Industria (Incluidas minería y producción de energía);(07.4): Plásticos;Total;2020;268.411,90
B-D: Industria (Incluidas minería y producción de energía);(07.4): Plásticos;Total;2019;253.549,40
B-D: Industria (Incluidas minería y producción de energía);(07.4): Plásticos;Total;2018;248.821,80
B-D: Industria (Incluidas minería y producción de energía);(07.4): Plásticos;Total;2017;273.835,20
B-D: Industria (Incluidas minería y producción de energía);(07.4): Plásticos;Total;2016;260.830,80
B-D: Industria (Incluidas minería y producción de energía);(07.4): Plásticos;Total;2015;260.062,50
B-D: Industria (Incluidas minería y producción de energía);(07.5): Madera;No peligrosos;2021;536.419,90
B-D: Industria (Incluidas minería y producción de energía);(07.5): Madera;No peligrosos;2020;515.545,70
B-D: Industria (Incluidas minería y producción de energía);(07.5): Madera;No peligrosos;2019;601.515,40
B-D: Industria (Incluidas minería y producción de energía);(07.5): Madera;No peligrosos;2018;587.361,70
B-D: Industria (Incluidas minería y producción de energía);(07.5): Madera;No peligrosos;2017;610.947,50
B-D: Industria (Incluidas minería y producción de energía);(07.5): Madera;No peligrosos;2016;585.949,30
B-D: Industria (Incluidas minería y producción de energía);(07.5): Madera;No peligrosos;2015;636.084,80
B-D: Industria (Incluidas minería y producción de energía);(07.5): Madera;Peligrosos;2021;734
B-D: Industria (Incluidas minería y producción de energía);(07.5): Madera;Peligrosos;2020;736,3
B-D: Industria (Incluidas minería y producción de energía);(07.5): Madera;Peligrosos;2019;785,3
B-D: Industria (Incluidas minería y producción de energía);(07.5): Madera;Peligrosos;2018;766,8
B-D: Industria (Incluidas minería y producción de energía);(07.5): Madera;Peligrosos;2017;871,8
B-D: Industria (Incluidas minería y producción de energía);(07.5): Madera;Peligrosos;2016;720,6
B-D: Industria (Incluidas minería y producción de energía);(07.5): Madera;Peligrosos;2015;761,7
B-D: Industria (Incluidas minería y producción de energía);(07.5): Madera;Total;2021;537.153,90
B-D: Industria (Incluidas minería y producción de energía);(07.5): Madera;Total;2020;516.282,00
B-D: Industria (Incluidas minería y producción de energía);(07.5): Madera;Total;2019;602.300,70
B-D: Industria (Incluidas minería y producción de energía);(07.5): Madera;Total;2018;588.128,50
B-D: Industria (Incluidas minería y producción de energía);(07.5): Madera;Total;2017;611.819,30
B-D: Industria (Incluidas minería y producción de energía);(07.5): Madera;Total;2016;586.669,90
B-D: Industria (Incluidas minería y producción de energía);(07.5): Madera;Total;2015;636.846,50
B-D: Industria (Incluidas minería y producción de energía);(08): Equipos desechados;No peligrosos;2021;7.498,80
B-D: Industria (Incluidas minería y producción de energía);(08): Equipos desechados;No peligrosos;2020;7.533,80
B-D: Industria (Incluidas minería y producción de energía);(08): Equipos desechados;No peligrosos;2019;7.275,10
B-D: Industria (Incluidas minería y producción de energía);(08): Equipos desechados;No peligrosos;2018;9.145,70
B-D: Industria (Incluidas minería y producción de energía);(08): Equipos desechados;No peligrosos;2017;8.249,20
B-D: Industria (Incluidas minería y producción de energía);(08): Equipos desechados;No peligrosos;2016;8.356,20
B-D: Industria (Incluidas minería y producción de energía);(08): Equipos desechados;No peligrosos;2015;8.324,50
B-D: Industria (Incluidas minería y producción de energía);(08): Equipos desechados;Peligrosos;2021;26.794,40
B-D: Industria (Incluidas minería y producción de energía);(08): Equipos desechados;Peligrosos;2020;20.127,10
B-D: Industria (Incluidas minería y producción de energía);(08): Equipos desechados;Peligrosos;2019;24.773,00
B-D: Industria (Incluidas minería y producción de energía);(08): Equipos desechados;Peligrosos;2018;18.627,40
B-D: Industria (Incluidas minería y producción de energía);(08): Equipos desechados;Peligrosos;2017;19.538,80
B-D: Industria (Incluidas minería y producción de energía);(08): Equipos desechados;Peligrosos;2016;19.254,20
B-D: Industria (Incluidas minería y producción de energía);(08): Equipos desechados;Peligrosos;2015;24.023,00
B-D: Industria (Incluidas minería y producción de energía);(08): Equipos desechados;Total;2021;34.293,20
B-D: Industria (Incluidas minería y producción de energía);(08): Equipos desechados;Total;2020;27.660,90
B-D: Industria (Incluidas minería y producción de energía);(08): Equipos desechados;Total;2019;32.048,10
B-D: Industria (Incluidas minería y producción de energía);(08): Equipos desechados;Total;2018;27.773,10
B-D: Industria (Incluidas minería y producción de energía);(08): Equipos desechados;Total;2017;27.788,00
B-D: Industria (Incluidas minería y producción de energía);(08): Equipos desechados;Total;2016;27.610,40
B-D: Industria (Incluidas minería y producción de energía);(08): Equipos desechados;Total;2015;32.347,50
B-D: Industria (Incluidas minería y producción de energía);(09): Animales y vegetales;No peligrosos;2021;1.479.009,30
B-D: Industria (Incluidas minería y producción de energía);(09): Animales y vegetales;No peligrosos;2020;1.434.847,80
B-D: Industria (Incluidas minería y producción de energía);(09): Animales y vegetales;No peligrosos;2019;1.665.946,20
B-D: Industria (Incluidas minería y producción de energía);(09): Animales y vegetales;No peligrosos;2018;1.603.841,60
B-D: Industria (Incluidas minería y producción de energía);(09): Animales y vegetales;No peligrosos;2017;1.505.607,50
B-D: Industria (Incluidas minería y producción de energía);(09): Animales y vegetales;No peligrosos;2016;1.528.567,60
B-D: Industria (Incluidas minería y producción de energía);(09): Animales y vegetales;No peligrosos;2015;1.821.818,90
B-D: Industria (Incluidas minería y producción de energía);(09): Animales y vegetales;Peligrosos;2021;..
B-D: Industria (Incluidas minería y producción de energía);(09): Animales y vegetales;Peligrosos;2020;..
B-D: Industria (Incluidas minería y producción de energía);(09): Animales y vegetales;Peligrosos;2019;..
B-D: Industria (Incluidas minería y producción de energía);(09): Animales y vegetales;Peligrosos;2018;..
B-D: Industria (Incluidas minería y producción de energía);(09): Animales y vegetales;Peligrosos;2017;..
B-D: Industria (Incluidas minería y producción de energía);(09): Animales y vegetales;Peligrosos;2016;..
B-D: Industria (Incluidas minería y producción de energía);(09): Animales y vegetales;Peligrosos;2015;..
B-D: Industria (Incluidas minería y producción de energía);(09): Animales y vegetales;Total;2021;1.479.009,30
B-D: Industria (Incluidas minería y producción de energía);(09): Animales y vegetales;Total;2020;1.434.847,80
B-D: Industria (Incluidas minería y producción de energía);(09): Animales y vegetales;Total;2019;1.665.946,20
B-D: Industria (Incluidas minería y producción de energía);(09): Animales y vegetales;Total;2018;1.603.841,60
B-D: Industria (Incluidas minería y producción de energía);(09): Animales y vegetales;Total;2017;1.505.607,50
B-D: Industria (Incluidas minería y producción de energía);(09): Animales y vegetales;Total;2016;1.528.567,60
B-D: Industria (Incluidas minería y producción de energía);(09): Animales y vegetales;Total;2015;1.821.818,90
B-D: Industria (Incluidas minería y producción de energía);(10): Residuos mezclados;No peligrosos;2021;1.143.450,50
B-D: Industria (Incluidas minería y producción de energía);(10): Residuos mezclados;No peligrosos;2020;1.125.879,90
B-D: Industria (Incluidas minería y producción de energía);(10): Residuos mezclados;No peligrosos;2019;932.689,20
B-D: Industria (Incluidas minería y producción de energía);(10): Residuos mezclados;No peligrosos;2018;923.273,60
B-D: Industria (Incluidas minería y producción de energía);(10): Residuos mezclados;No peligrosos;2017;1.275.020,10
B-D: Industria (Incluidas minería y producción de energía);(10): Residuos mezclados;No peligrosos;2016;1.105.611,20
B-D: Industria (Incluidas minería y producción de energía);(10): Residuos mezclados;No peligrosos;2015;1.078.516,80
B-D: Industria (Incluidas minería y producción de energía);(10): Residuos mezclados;Peligrosos;2021;10.118,40
B-D: Industria (Incluidas minería y producción de energía);(10): Residuos mezclados;Peligrosos;2020;10.173,00
B-D: Industria (Incluidas minería y producción de energía);(10): Residuos mezclados;Peligrosos;2019;12.333,10
B-D: Industria (Incluidas minería y producción de energía);(10): Residuos mezclados;Peligrosos;2018;12.132,80
B-D: Industria (Incluidas minería y producción de energía);(10): Residuos mezclados;Peligrosos;2017;10.670,90
B-D: Industria (Incluidas minería y producción de energía);(10): Residuos mezclados;Peligrosos;2016;10.088,10
B-D: Industria (Incluidas minería y producción de energía);(10): Residuos mezclados;Peligrosos;2015;12.915,50
B-D: Industria (Incluidas minería y producción de energía);(10): Residuos mezclados;Total;2021;1.153.568,90
B-D: Industria (Incluidas minería y producción de energía);(10): Residuos mezclados;Total;2020;1.136.052,90
B-D: Industria (Incluidas minería y producción de energía);(10): Residuos mezclados;Total;2019;945.022,30
B-D: Industria (Incluidas minería y producción de energía);(10): Residuos mezclados;Total;2018;935.406,40
B-D: Industria (Incluidas minería y producción de energía);(10): Residuos mezclados;Total;2017;1.285.691,00
B-D: Industria (Incluidas minería y producción de energía);(10): Residuos mezclados;Total;2016;1.115.699,30
B-D: Industria (Incluidas minería y producción de energía);(10): Residuos mezclados;Total;2015;1.091.432,30
B-D: Industria (Incluidas minería y producción de energía);(11): Lodos comunes;No peligrosos;2021;285.576,60
B-D: Industria (Incluidas minería y producción de energía);(11): Lodos comunes;No peligrosos;2020;277.499,40
B-D: Industria (Incluidas minería y producción de energía);(11): Lodos comunes;No peligrosos;2019;293.106,40
B-D: Industria (Incluidas minería y producción de energía);(11): Lodos comunes;No peligrosos;2018;286.789,30
B-D: Industria (Incluidas minería y producción de energía);(11): Lodos comunes;No peligrosos;2017;287.734,40
B-D: Industria (Incluidas minería y producción de energía);(11): Lodos comunes;No peligrosos;2016;304.756,30
B-D: Industria (Incluidas minería y producción de energía);(11): Lodos comunes;No peligrosos;2015;263.976,00
B-D: Industria (Incluidas minería y producción de energía);(11): Lodos comunes;Peligrosos;2021;..
B-D: Industria (Incluidas minería y producción de energía);(11): Lodos comunes;Peligrosos;2020;..
B-D: Industria (Incluidas minería y producción de energía);(11): Lodos comunes;Peligrosos;2019;..
B-D: Industria (Incluidas minería y producción de energía);(11): Lodos comunes;Peligrosos;2018;..
B-D: Industria (Incluidas minería y producción de energía);(11): Lodos comunes;Peligrosos;2017;..
B-D: Industria (Incluidas minería y producción de energía);(11): Lodos comunes;Peligrosos;2016;..
B-D: Industria (Incluidas minería y producción de energía);(11): Lodos comunes;Peligrosos;2015;..
B-D: Industria (Incluidas minería y producción de energía);(11): Lodos comunes;Total;2021;285.576,60
B-D: Industria (Incluidas minería y producción de energía);(11): Lodos comunes;Total;2020;277.499,40
B-D: Industria (Incluidas minería y producción de energía);(11): Lodos comunes;Total;2019;293.106,40
B-D: Industria (Incluidas minería y producción de energía);(11): Lodos comunes;Total;2018;286.789,30
B-D: Industria (Incluidas minería y producción de energía);(11): Lodos comunes;Total;2017;287.734,40
B-D: Industria (Incluidas minería y producción de energía);(11): Lodos comunes;Total;2016;304.756,30
B-D: Industria (Incluidas minería y producción de energía);(11): Lodos comunes;Total;2015;263.976,00
B-D: Industria (Incluidas minería y producción de energía);(12-13): Minerales;No peligrosos;2021;8.507.520,40
B-D: Industria (Incluidas minería y producción de energía);(12-13): Minerales;No peligrosos;2020;7.802.308,10
B-D: Industria (Incluidas minería y producción de energía);(12-13): Minerales;No peligrosos;2019;30.285.756,40
B-D: Industria (Incluidas minería y producción de energía);(12-13): Minerales;No peligrosos;2018;32.153.982,30
B-D: Industria (Incluidas minería y producción de energía);(12-13): Minerales;No peligrosos;2017;31.576.994,40
B-D: Industria (Incluidas minería y producción de energía);(12-13): Minerales;No peligrosos;2016;29.386.649,70
B-D: Industria (Incluidas minería y producción de energía);(12-13): Minerales;No peligrosos;2015;28.372.151,70
B-D: Industria (Incluidas minería y producción de energía);(12-13): Minerales;Peligrosos;2021;258.677,10
B-D: Industria (Incluidas minería y producción de energía);(12-13): Minerales;Peligrosos;2020;252.638,50
B-D: Industria (Incluidas minería y producción de energía);(12-13): Minerales;Peligrosos;2019;302.946,00
B-D: Industria (Incluidas minería y producción de energía);(12-13): Minerales;Peligrosos;2018;309.966,20
B-D: Industria (Incluidas minería y producción de energía);(12-13): Minerales;Peligrosos;2017;374.903,20
B-D: Industria (Incluidas minería y producción de energía);(12-13): Minerales;Peligrosos;2016;331.524,50
B-D: Industria (Incluidas minería y producción de energía);(12-13): Minerales;Peligrosos;2015;356.401,80
B-D: Industria (Incluidas minería y producción de energía);(12-13): Minerales;Total;2021;8.766.197,50
B-D: Industria (Incluidas minería y producción de energía);(12-13): Minerales;Total;2020;8.054.946,60
B-D: Industria (Incluidas minería y producción de energía);(12-13): Minerales;Total;2019;30.588.702,40
B-D: Industria (Incluidas minería y producción de energía);(12-13): Minerales;Total;2018;32.463.948,50
B-D: Industria (Incluidas minería y producción de energía);(12-13): Minerales;Total;2017;31.951.897,60
B-D: Industria (Incluidas minería y producción de energía);(12-13): Minerales;Total;2016;29.718.174,20
B-D: Industria (Incluidas minería y producción de energía);(12-13): Minerales;Total;2015;28.728.553,50
B-D: Industria (Incluidas minería y producción de energía);Resto: Otros;No peligrosos;2021;82.087,20
B-D: Industria (Incluidas minería y producción de energía);Resto: Otros;No peligrosos;2020;79.398,10
B-D: Industria (Incluidas minería y producción de energía);Resto: Otros;No peligrosos;2019;75.991,90
B-D: Industria (Incluidas minería y producción de energía);Resto: Otros;No peligrosos;2018;75.469,60
B-D: Industria (Incluidas minería y producción de energía);Resto: Otros;No peligrosos;2017;84.073,00
B-D: Industria (Incluidas minería y producción de energía);Resto: Otros;No peligrosos;2016;80.627,80
B-D: Industria (Incluidas minería y producción de energía);Resto: Otros;No peligrosos;2015;82.622,80
B-D: Industria (Incluidas minería y producción de energía);Resto: Otros;Peligrosos;2021;3.473,10
B-D: Industria (Incluidas minería y producción de energía);Resto: Otros;Peligrosos;2020;3.432,60
B-D: Industria (Incluidas minería y producción de energía);Resto: Otros;Peligrosos;2019;1.869,80
B-D: Industria (Incluidas minería y producción de energía);Resto: Otros;Peligrosos;2018;1.850,60
B-D: Industria (Incluidas minería y producción de energía);Resto: Otros;Peligrosos;2017;1.723,20
B-D: Industria (Incluidas minería y producción de energía);Resto: Otros;Peligrosos;2016;1.722,40
B-D: Industria (Incluidas minería y producción de energía);Resto: Otros;Peligrosos;2015;2.695,70
B-D: Industria (Incluidas minería y producción de energía);Resto: Otros;Total;2021;85.560,30
B-D: Industria (Incluidas minería y producción de energía);Resto: Otros;Total;2020;82.830,70
B-D: Industria (Incluidas minería y producción de energía);Resto: Otros;Total;2019;77.861,70
B-D: Industria (Incluidas minería y producción de energía);Resto: Otros;Total;2018;77.320,20
B-D: Industria (Incluidas minería y producción de energía);Resto: Otros;Total;2017;85.796,20
B-D: Industria (Incluidas minería y producción de energía);Resto: Otros;Total;2016;82.350,20
B-D: Industria (Incluidas minería y producción de energía);Resto: Otros;Total;2015;85.318,50
B-D: Industria (Incluidas minería y producción de energía);Total no peligrosos;No peligrosos;2021;16.043.124,70
B-D: Industria (Incluidas minería y producción de energía);Total no peligrosos;No peligrosos;2020;15.249.238,70
B-D: Industria (Incluidas minería y producción de energía);Total no peligrosos;No peligrosos;2019;37.617.729,40
B-D: Industria (Incluidas minería y producción de energía);Total no peligrosos;No peligrosos;2018;39.390.544,10
B-D: Industria (Incluidas minería y producción de energía);Total no peligrosos;No peligrosos;2017;39.659.819,10
B-D: Industria (Incluidas minería y producción de energía);Total no peligrosos;No peligrosos;2016;37.073.764,20
B-D: Industria (Incluidas minería y producción de energía);Total no peligrosos;No peligrosos;2015;36.656.401,40
B-D: Industria (Incluidas minería y producción de energía);Total no peligrosos;Peligrosos;2021;..
B-D: Industria (Incluidas minería y producción de energía);Total no peligrosos;Peligrosos;2020;..
B-D: Industria (Incluidas minería y producción de energía);Total no peligrosos;Peligrosos;2019;..
B-D: Industria (Incluidas minería y producción de energía);Total no peligrosos;Peligrosos;2018;..
B-D: Industria (Incluidas minería y producción de energía);Total no peligrosos;Peligrosos;2017;..
B-D: Industria (Incluidas minería y producción de energía);Total no peligrosos;Peligrosos;2016;..
B-D: Industria (Incluidas minería y producción de energía);Total no peligrosos;Peligrosos;2015;..
B-D: Industria (Incluidas minería y producción de energía);Total no peligrosos;Total;2021;16.043.124,70
B-D: Industria (Incluidas minería y producción de energía);Total no peligrosos;Total;2020;15.249.238,70
B-D: Industria (Incluidas minería y producción de energía);Total no peligrosos;Total;2019;37.617.729,40
B-D: Industria (Incluidas minería y producción de energía);Total no peligrosos;Total;2018;39.390.544,10
B-D: Industria (Incluidas minería y producción de energía);Total no peligrosos;Total;2017;39.659.819,10
B-D: Industria (Incluidas minería y producción de energía);Total no peligrosos;Total;2016;37.073.764,20
B-D: Industria (Incluidas minería y producción de energía);Total no peligrosos;Total;2015;36.656.401,40
B-D: Industria (Incluidas minería y producción de energía);Total peligrosos;No peligrosos;2021;..
B-D: Industria (Incluidas minería y producción de energía);Total peligrosos;No peligrosos;2020;..
B-D: Industria (Incluidas minería y producción de energía);Total peligrosos;No peligrosos;2019;..
B-D: Industria (Incluidas minería y producción de energía);Total peligrosos;No peligrosos;2018;..
B-D: Industria (Incluidas minería y producción de energía);Total peligrosos;No peligrosos;2017;..
B-D: Industria (Incluidas minería y producción de energía);Total peligrosos;No peligrosos;2016;..
B-D: Industria (Incluidas minería y producción de energía);Total peligrosos;No peligrosos;2015;..
B-D: Industria (Incluidas minería y producción de energía);Total peligrosos;Peligrosos;2021;1.212.701,90
B-D: Industria (Incluidas minería y producción de energía);Total peligrosos;Peligrosos;2020;1.201.305,60
B-D: Industria (Incluidas minería y producción de energía);Total peligrosos;Peligrosos;2019;1.192.868,70
B-D: Industria (Incluidas minería y producción de energía);Total peligrosos;Peligrosos;2018;1.196.755,70
B-D: Industria (Incluidas minería y producción de energía);Total peligrosos;Peligrosos;2017;1.462.362,40
