Sectores de actividad económica agregados;Categoría de residuos (CER-Stat) agregada;Peligrosidad;año;Total
G-U: Servicios;(01-03): Químicos;No peligrosos;2017;8.296,10
G-U: Servicios;(01-03): Químicos;No peligrosos;2016;11.077,20
G-U: Servicios;(01-03): Químicos;No peligrosos;2015;10.689,40
G-U: Servicios;(01-03): Químicos;Peligrosos;2021;167.941,00
G-U: Servicios;(01-03): Químicos;Peligrosos;2020;152.694,40
G-U: Servicios;(01-03): Químicos;Peligrosos;2019;174.827,90
G-U: Servicios;(01-03): Químicos;Peligrosos;2018;156.962,30
G-U: Servicios;(01-03): Químicos;Peligrosos;2017;154.202,30
G-U: Servicios;(01-03): Químicos;Peligrosos;2016;169.832,00
G-U: Servicios;(01-03): Químicos;Peligrosos;2015;164.611,70
G-U: Servicios;(01-03): Químicos;Total;2021;175.399,90
G-U: Servicios;(01-03): Químicos;Total;2020;161.604,10
G-U: Servicios;(01-03): Químicos;Total;2019;184.562,60
G-U: Servicios;(01-03): Químicos;Total;2018;165.350,00
G-U: Servicios;(01-03): Químicos;Total;2017;162.498,40
G-U: Servicios;(01-03): Químicos;Total;2016;180.909,20
G-U: Servicios;(01-03): Químicos;Total;2015;175.301,10
G-U: Servicios;(06): Metálicos;No peligrosos;2021;238.685,40
G-U: Servicios;(06): Metálicos;No peligrosos;2020;430.012,10
G-U: Servicios;(06): Metálicos;No peligrosos;2019;478.912,40
G-U: Servicios;(06): Metálicos;No peligrosos;2018;248.228,40
G-U: Servicios;(06): Metálicos;No peligrosos;2017;249.458,90
G-U: Servicios;(06): Metálicos;No peligrosos;2016;522.003,30
G-U: Servicios;(06): Metálicos;No peligrosos;2015;528.848,80
G-U: Servicios;(06): Metálicos;Peligrosos;2021;..
G-U: Servicios;(06): Metálicos;Peligrosos;2020;..
G-U: Servicios;(06): Metálicos;Peligrosos;2019;..
G-U: Servicios;(06): Metálicos;Peligrosos;2018;..
G-U: Servicios;(06): Metálicos;Peligrosos;2017;..
G-U: Servicios;(06): Metálicos;Peligrosos;2016;..
G-U: Servicios;(06): Metálicos;Peligrosos;2015;..
G-U: Servicios;(06): Metálicos;Total;2021;238.685,40
G-U: Servicios;(06): Metálicos;Total;2020;430.012,10
G-U: Servicios;(06): Metálicos;Total;2019;478.912,40
G-U: Servicios;(06): Metálicos;Total;2018;248.228,40
G-U: Servicios;(06): Metálicos;Total;2017;249.458,90
G-U: Servicios;(06): Metálicos;Total;2016;522.003,30
G-U: Servicios;(06): Metálicos;Total;2015;528.848,80
G-U: Servicios;(07.1): Vidrio;No peligrosos;2021;103.851,90
G-U: Servicios;(07.1): Vidrio;No peligrosos;2020;100.099,90
G-U: Servicios;(07.1): Vidrio;No peligrosos;2019;148.016,90
G-U: Servicios;(07.1): Vidrio;No peligrosos;2018;131.348,40
G-U: Servicios;(07.1): Vidrio;No peligrosos;2017;126.519,30
G-U: Servicios;(07.1): Vidrio;No peligrosos;2016;201.040,30
G-U: Servicios;(07.1): Vidrio;No peligrosos;2015;190.471,10
G-U: Servicios;(07.1): Vidrio;Peligrosos;2021;..
G-U: Servicios;(07.1): Vidrio;Peligrosos;2020;0,2
G-U: Servicios;(07.1): Vidrio;Peligrosos;2019;0,2
G-U: Servicios;(07.1): Vidrio;Peligrosos;2018;..
G-U: Servicios;(07.1): Vidrio;Peligrosos;2017;..
G-U: Servicios;(07.1): Vidrio;Peligrosos;2016;279,2
G-U: Servicios;(07.1): Vidrio;Peligrosos;2015;248,9
G-U: Servicios;(07.1): Vidrio;Total;2021;103.851,90
G-U: Servicios;(07.1): Vidrio;Total;2020;100.100,10
G-U: Servicios;(07.1): Vidrio;Total;2019;148.017,10
G-U: Servicios;(07.1): Vidrio;Total;2018;131.348,40
G-U: Servicios;(07.1): Vidrio;Total;2017;126.519,30
G-U: Servicios;(07.1): Vidrio;Total;2016;201.319,50
G-U: Servicios;(07.1): Vidrio;Total;2015;190.720,00
G-U: Servicios;(07.2): Papel y Cartón;No peligrosos;2021;1.255.814,70
G-U: Servicios;(07.2): Papel y Cartón;No peligrosos;2020;1.774.576,50
G-U: Servicios;(07.2): Papel y Cartón;No peligrosos;2019;1.971.071,00
G-U: Servicios;(07.2): Papel y Cartón;No peligrosos;2018;1.337.714,50
G-U: Servicios;(07.2): Papel y Cartón;No peligrosos;2017;1.322.250,90
G-U: Servicios;(07.2): Papel y Cartón;No peligrosos;2016;1.306.993,40
G-U: Servicios;(07.2): Papel y Cartón;No peligrosos;2015;1.282.028,20
G-U: Servicios;(07.2): Papel y Cartón;Peligrosos;2021;..
G-U: Servicios;(07.2): Papel y Cartón;Peligrosos;2020;..
G-U: Servicios;(07.2): Papel y Cartón;Peligrosos;2019;..
G-U: Servicios;(07.2): Papel y Cartón;Peligrosos;2018;..
G-U: Servicios;(07.2): Papel y Cartón;Peligrosos;2017;..
G-U: Servicios;(07.2): Papel y Cartón;Peligrosos;2016;..
G-U: Servicios;(07.2): Papel y Cartón;Peligrosos;2015;..
G-U: Servicios;(07.2): Papel y Cartón;Total;2021;1.255.814,70
G-U: Servicios;(07.2): Papel y Cartón;Total;2020;1.774.576,50
G-U: Servicios;(07.2): Papel y Cartón;Total;2019;1.971.071,00
G-U: Servicios;(07.2): Papel y Cartón;Total;2018;1.337.714,50
G-U: Servicios;(07.2): Papel y Cartón;Total;2017;1.322.250,90
G-U: Servicios;(07.2): Papel y Cartón;Total;2016;1.306.993,40
G-U: Servicios;(07.2): Papel y Cartón;Total;2015;1.282.028,20
G-U: Servicios;(07.4): Plásticos;No peligrosos;2021;256.006,90
G-U: Servicios;(07.4): Plásticos;No peligrosos;2020;263.195,20
G-U: Servicios;(07.4): Plásticos;No peligrosos;2019;305.976,80
G-U: Servicios;(07.4): Plásticos;No peligrosos;2018;266.408,90
G-U: Servicios;(07.4): Plásticos;No peligrosos;2017;261.543,00
G-U: Servicios;(07.4): Plásticos;No peligrosos;2016;217.333,10
G-U: Servicios;(07.4): Plásticos;No peligrosos;2015;209.600,10
G-U: Servicios;(07.4): Plásticos;Peligrosos;2021;..
G-U: Servicios;(07.4): Plásticos;Peligrosos;2020;..
G-U: Servicios;(07.4): Plásticos;Peligrosos;2019;..
G-U: Servicios;(07.4): Plásticos;Peligrosos;2018;..
G-U: Servicios;(07.4): Plásticos;Peligrosos;2017;..
G-U: Servicios;(07.4): Plásticos;Peligrosos;2016;..
G-U: Servicios;(07.4): Plásticos;Peligrosos;2015;..
G-U: Servicios;(07.4): Plásticos;Total;2021;256.006,90
G-U: Servicios;(07.4): Plásticos;Total;2020;263.195,20
G-U: Servicios;(07.4): Plásticos;Total;2019;305.976,80
G-U: Servicios;(07.4): Plásticos;Total;2018;266.408,90
G-U: Servicios;(07.4): Plásticos;Total;2017;261.543,00
G-U: Servicios;(07.4): Plásticos;Total;2016;217.333,10
G-U: Servicios;(07.4): Plásticos;Total;2015;209.600,10
G-U: Servicios;(07.5): Madera;No peligrosos;2021;156.777,40
G-U: Servicios;(07.5): Madera;No peligrosos;2020;179.607,20
G-U: Servicios;(07.5): Madera;No peligrosos;2019;197.696,90
G-U: Servicios;(07.5): Madera;No peligrosos;2018;179.746,00
G-U: Servicios;(07.5): Madera;No peligrosos;2017;177.590,90
G-U: Servicios;(07.5): Madera;No peligrosos;2016;180.729,30
G-U: Servicios;(07.5): Madera;No peligrosos;2015;176.033,10
G-U: Servicios;(07.5): Madera;Peligrosos;2021;4,2
G-U: Servicios;(07.5): Madera;Peligrosos;2020;53,5
G-U: Servicios;(07.5): Madera;Peligrosos;2019;55,9
G-U: Servicios;(07.5): Madera;Peligrosos;2018;144,3
G-U: Servicios;(07.5): Madera;Peligrosos;2017;142,4
G-U: Servicios;(07.5): Madera;Peligrosos;2016;721,9
G-U: Servicios;(07.5): Madera;Peligrosos;2015;720,7
G-U: Servicios;(07.5): Madera;Total;2021;156.781,60
G-U: Servicios;(07.5): Madera;Total;2020;179.660,70
G-U: Servicios;(07.5): Madera;Total;2019;197.752,80
G-U: Servicios;(07.5): Madera;Total;2018;179.890,30
G-U: Servicios;(07.5): Madera;Total;2017;177.733,30
G-U: Servicios;(07.5): Madera;Total;2016;181.451,20
G-U: Servicios;(07.5): Madera;Total;2015;176.753,80
G-U: Servicios;(08): Equipos desechados;No peligrosos;2021;215.390,30
G-U: Servicios;(08): Equipos desechados;No peligrosos;2020;149.455,60
G-U: Servicios;(08): Equipos desechados;No peligrosos;2019;101.082,90
G-U: Servicios;(08): Equipos desechados;No peligrosos;2018;159.357,10
G-U: Servicios;(08): Equipos desechados;No peligrosos;2017;138.621,30
G-U: Servicios;(08): Equipos desechados;No peligrosos;2016;150.199,20
G-U: Servicios;(08): Equipos desechados;No peligrosos;2015;97.118,20
G-U: Servicios;(08): Equipos desechados;Peligrosos;2021;1.071.891,30
G-U: Servicios;(08): Equipos desechados;Peligrosos;2020;966.967,00
G-U: Servicios;(08): Equipos desechados;Peligrosos;2019;1.071.823,80
G-U: Servicios;(08): Equipos desechados;Peligrosos;2018;1.082.600,00
G-U: Servicios;(08): Equipos desechados;Peligrosos;2017;888.279,10
G-U: Servicios;(08): Equipos desechados;Peligrosos;2016;875.773,70
G-U: Servicios;(08): Equipos desechados;Peligrosos;2015;1.004.377,00
G-U: Servicios;(08): Equipos desechados;Total;2021;1.287.281,60
G-U: Servicios;(08): Equipos desechados;Total;2020;1.116.422,60
G-U: Servicios;(08): Equipos desechados;Total;2019;1.172.906,70
G-U: Servicios;(08): Equipos desechados;Total;2018;1.241.957,10
G-U: Servicios;(08): Equipos desechados;Total;2017;1.026.900,40
G-U: Servicios;(08): Equipos desechados;Total;2016;1.025.972,90
G-U: Servicios;(08): Equipos desechados;Total;2015;1.101.495,20
G-U: Servicios;(09): Animales y vegetales;No peligrosos;2021;741.744,50
G-U: Servicios;(09): Animales y vegetales;No peligrosos;2020;570.457,70
G-U: Servicios;(09): Animales y vegetales;No peligrosos;2019;660.770,80
G-U: Servicios;(09): Animales y vegetales;No peligrosos;2018;877.820,40
G-U: Servicios;(09): Animales y vegetales;No peligrosos;2017;862.417,70
G-U: Servicios;(09): Animales y vegetales;No peligrosos;2016;1.255.411,60
G-U: Servicios;(09): Animales y vegetales;No peligrosos;2015;1.200.492,80
G-U: Servicios;(09): Animales y vegetales;Peligrosos;2021;..
G-U: Servicios;(09): Animales y vegetales;Peligrosos;2020;..
G-U: Servicios;(09): Animales y vegetales;Peligrosos;2019;..
G-U: Servicios;(09): Animales y vegetales;Peligrosos;2018;..
G-U: Servicios;(09): Animales y vegetales;Peligrosos;2017;..
G-U: Servicios;(09): Animales y vegetales;Peligrosos;2016;..
G-U: Servicios;(09): Animales y vegetales;Peligrosos;2015;..
G-U: Servicios;(09): Animales y vegetales;Total;2021;741.744,50
G-U: Servicios;(09): Animales y vegetales;Total;2020;570.457,70
G-U: Servicios;(09): Animales y vegetales;Total;2019;660.770,80
G-U: Servicios;(09): Animales y vegetales;Total;2018;877.820,40
G-U: Servicios;(09): Animales y vegetales;Total;2017;862.417,70
G-U: Servicios;(09): Animales y vegetales;Total;2016;1.255.411,60
G-U: Servicios;(09): Animales y vegetales;Total;2015;1.200.492,80
G-U: Servicios;(10): Residuos mezclados;No peligrosos;2021;780.245,00
G-U: Servicios;(10): Residuos mezclados;No peligrosos;2020;820.361,40
G-U: Servicios;(10): Residuos mezclados;No peligrosos;2019;921.560,10
G-U: Servicios;(10): Residuos mezclados;No peligrosos;2018;1.087.899,70
G-U: Servicios;(10): Residuos mezclados;No peligrosos;2017;1.063.629,70
G-U: Servicios;(10): Residuos mezclados;No peligrosos;2016;1.105.651,00
G-U: Servicios;(10): Residuos mezclados;No peligrosos;2015;1.063.435,20
G-U: Servicios;(10): Residuos mezclados;Peligrosos;2021;1.090,70
G-U: Servicios;(10): Residuos mezclados;Peligrosos;2020;1.018,80
G-U: Servicios;(10): Residuos mezclados;Peligrosos;2019;1.116,90
G-U: Servicios;(10): Residuos mezclados;Peligrosos;2018;1.610,50
G-U: Servicios;(10): Residuos mezclados;Peligrosos;2017;1.581,80
G-U: Servicios;(10): Residuos mezclados;Peligrosos;2016;5.064,40
G-U: Servicios;(10): Residuos mezclados;Peligrosos;2015;4.910,90
G-U: Servicios;(10): Residuos mezclados;Total;2021;781.335,70
G-U: Servicios;(10): Residuos mezclados;Total;2020;821.380,20
G-U: Servicios;(10): Residuos mezclados;Total;2019;922.677,00
G-U: Servicios;(10): Residuos mezclados;Total;2018;1.089.510,20
G-U: Servicios;(10): Residuos mezclados;Total;2017;1.065.211,50
G-U: Servicios;(10): Residuos mezclados;Total;2016;1.110.715,40
G-U: Servicios;(10): Residuos mezclados;Total;2015;1.068.346,10
G-U: Servicios;(11): Lodos comunes;No peligrosos;2021;6.029,70
G-U: Servicios;(11): Lodos comunes;No peligrosos;2020;5.793,90
G-U: Servicios;(11): Lodos comunes;No peligrosos;2019;7.343,50
G-U: Servicios;(11): Lodos comunes;No peligrosos;2018;4.708,10
G-U: Servicios;(11): Lodos comunes;No peligrosos;2017;4.608,30
G-U: Servicios;(11): Lodos comunes;No peligrosos;2016;7.823,60
G-U: Servicios;(11): Lodos comunes;No peligrosos;2015;7.663,90
G-U: Servicios;(11): Lodos comunes;Peligrosos;2021;..
G-U: Servicios;(11): Lodos comunes;Peligrosos;2020;..
G-U: Servicios;(11): Lodos comunes;Peligrosos;2019;..
G-U: Servicios;(11): Lodos comunes;Peligrosos;2018;..
G-U: Servicios;(11): Lodos comunes;Peligrosos;2017;..
G-U: Servicios;(11): Lodos comunes;Peligrosos;2016;..
G-U: Servicios;(11): Lodos comunes;Peligrosos;2015;..
G-U: Servicios;(11): Lodos comunes;Total;2021;6.029,70
G-U: Servicios;(11): Lodos comunes;Total;2020;5.793,90
G-U: Servicios;(11): Lodos comunes;Total;2019;7.343,50
G-U: Servicios;(11): Lodos comunes;Total;2018;4.708,10
G-U: Servicios;(11): Lodos comunes;Total;2017;4.608,30
G-U: Servicios;(11): Lodos comunes;Total;2016;7.823,60
G-U: Servicios;(11): Lodos comunes;Total;2015;7.663,90
G-U: Servicios;(12-13): Minerales;No peligrosos;2021;73.959,80
G-U: Servicios;(12-13): Minerales;No peligrosos;2020;75.646,50
G-U: Servicios;(12-13): Minerales;No peligrosos;2019;82.768,00
G-U: Servicios;(12-13): Minerales;No peligrosos;2018;89.446,30
G-U: Servicios;(12-13): Minerales;No peligrosos;2017;92.296,90
G-U: Servicios;(12-13): Minerales;No peligrosos;2016;149.393,50
G-U: Servicios;(12-13): Minerales;No peligrosos;2015;144.525,20
G-U: Servicios;(12-13): Minerales;Peligrosos;2021;1.145,60
G-U: Servicios;(12-13): Minerales;Peligrosos;2020;1.078,30
G-U: Servicios;(12-13): Minerales;Peligrosos;2019;815,2
G-U: Servicios;(12-13): Minerales;Peligrosos;2018;1.946,60
G-U: Servicios;(12-13): Minerales;Peligrosos;2017;1.699,80
G-U: Servicios;(12-13): Minerales;Peligrosos;2016;2.847,10
G-U: Servicios;(12-13): Minerales;Peligrosos;2015;2.747,20
G-U: Servicios;(12-13): Minerales;Total;2021;75.105,40
G-U: Servicios;(12-13): Minerales;Total;2020;76.724,80
G-U: Servicios;(12-13): Minerales;Total;2019;83.583,20
G-U: Servicios;(12-13): Minerales;Total;2018;91.392,90
G-U: Servicios;(12-13): Minerales;Total;2017;93.996,70
G-U: Servicios;(12-13): Minerales;Total;2016;152.240,60
G-U: Servicios;(12-13): Minerales;Total;2015;147.272,40
G-U: Servicios;Resto: Otros;No peligrosos;2021;307.941,40
G-U: Servicios;Resto: Otros;No peligrosos;2020;319.493,30
G-U: Servicios;Resto: Otros;No peligrosos;2019;335.811,10
G-U: Servicios;Resto: Otros;No peligrosos;2018;305.252,00
G-U: Servicios;Resto: Otros;No peligrosos;2017;316.709,40
G-U: Servicios;Resto: Otros;No peligrosos;2016;351.214,10
G-U: Servicios;Resto: Otros;No peligrosos;2015;339.191,70
G-U: Servicios;Resto: Otros;Peligrosos;2021;20.068,60
G-U: Servicios;Resto: Otros;Peligrosos;2020;30.352,00
G-U: Servicios;Resto: Otros;Peligrosos;2019;27.428,20
G-U: Servicios;Resto: Otros;Peligrosos;2018;29.141,00
G-U: Servicios;Resto: Otros;Peligrosos;2017;28.180,00
G-U: Servicios;Resto: Otros;Peligrosos;2016;65.566,10
G-U: Servicios;Resto: Otros;Peligrosos;2015;62.591,60
G-U: Servicios;Resto: Otros;Total;2021;328.010,00
G-U: Servicios;Resto: Otros;Total;2020;349.845,30
G-U: Servicios;Resto: Otros;Total;2019;363.239,30
G-U: Servicios;Resto: Otros;Total;2018;334.393,00
G-U: Servicios;Resto: Otros;Total;2017;344.889,40
G-U: Servicios;Resto: Otros;Total;2016;416.780,20
G-U: Servicios;Resto: Otros;Total;2015;401.783,30
G-U: Servicios;Total no peligrosos;No peligrosos;2021;4.143.905,90
G-U: Servicios;Total no peligrosos;No peligrosos;2020;4.697.609,00
G-U: Servicios;Total no peligrosos;No peligrosos;2019;5.220.745,10
G-U: Servicios;Total no peligrosos;No peligrosos;2018;4.696.317,50
G-U: Servicios;Total no peligrosos;No peligrosos;2017;4.623.942,40
G-U: Servicios;Total no peligrosos;No peligrosos;2016;5.458.869,60
G-U: Servicios;Total no peligrosos;No peligrosos;2015;5.250.097,70
G-U: Servicios;Total no peligrosos;Peligrosos;2021;..
G-U: Servicios;Total no peligrosos;Peligrosos;2020;..
G-U: Servicios;Total no peligrosos;Peligrosos;2019;..
G-U: Servicios;Total no peligrosos;Peligrosos;2018;..
G-U: Servicios;Total no peligrosos;Peligrosos;2017;..
G-U: Servicios;Total no peligrosos;Peligrosos;2016;..
G-U: Servicios;Total no peligrosos;Peligrosos;2015;..
G-U: Servicios;Total no peligrosos;Total;2021;4.143.905,90
G-U: Servicios;Total no peligrosos;Total;2020;4.697.609,00
G-U: Servicios;Total no peligrosos;Total;2019;5.220.745,10
G-U: Servicios;Total no peligrosos;Total;2018;4.696.317,50
G-U: Servicios;Total no peligrosos;Total;2017;4.623.942,40
G-U: Servicios;Total no peligrosos;Total;2016;5.458.869,60
G-U: Servicios;Total no peligrosos;Total;2015;5.250.097,70
G-U: Servicios;Total peligrosos;No peligrosos;2021;..
G-U: Servicios;Total peligrosos;No peligrosos;2020;..
G-U: Servicios;Total peligrosos;No peligrosos;2019;..
G-U: Servicios;Total peligrosos;No peligrosos;2018;..
G-U: Servicios;Total peligrosos;No peligrosos;2017;..
G-U: Servicios;Total peligrosos;No peligrosos;2016;..
G-U: Servicios;Total peligrosos;No peligrosos;2015;..
G-U: Servicios;Total peligrosos;Peligrosos;2021;1.262.141,40
G-U: Servicios;Total peligrosos;Peligrosos;2020;1.152.164,20
G-U: Servicios;Total peligrosos;Peligrosos;2019;1.276.068,10
G-U: Servicios;Total peligrosos;Peligrosos;2018;1.272.404,70
G-U: Servicios;Total peligrosos;Peligrosos;2017;1.074.085,40
G-U: Servicios;Total peligrosos;Peligrosos;2016;1.120.084,40
G-U: Servicios;Total peligrosos;Peligrosos;2015;1.240.208,00
G-U: Servicios;Total peligrosos;Total;2021;1.262.141,40
G-U: Servicios;Total peligrosos;Total;2020;1.152.164,20
G-U: Servicios;Total peligrosos;Total;2019;1.276.068,10
G-U: Servicios;Total peligrosos;Total;2018;1.272.404,70
G-U: Servicios;Total peligrosos;Total;2017;1.074.085,40
G-U: Servicios;Total peligrosos;Total;2016;1.120.084,40
G-U: Servicios;Total peligrosos;Total;2015;1.240.208,00
G-U: Servicios;TOTAL;No peligrosos;2021;..
G-U: Servicios;TOTAL;No peligrosos;2020;..
G-U: Servicios;TOTAL;No peligrosos;2019;..
G-U: Servicios;TOTAL;No peligrosos;2018;..
G-U: Servicios;TOTAL;No peligrosos;2017;..
G-U: Servicios;TOTAL;No peligrosos;2016;..
G-U: Servicios;TOTAL;No peligrosos;2015;..
G-U: Servicios;TOTAL;Peligrosos;2021;..
G-U: Servicios;TOTAL;Peligrosos;2020;..
G-U: Servicios;TOTAL;Peligrosos;2019;..
G-U: Servicios;TOTAL;Peligrosos;2018;..
G-U: Servicios;TOTAL;Peligrosos;2017;..
G-U: Servicios;TOTAL;Peligrosos;2016;..
G-U: Servicios;TOTAL;Peligrosos;2015;..
G-U: Servicios;TOTAL;Total;2021;5.406.047,30
G-U: Servicios;TOTAL;Total;2020;5.849.773,20
G-U: Servicios;TOTAL;Total;2019;6.496.813,20
G-U: Servicios;TOTAL;Total;2018;5.968.722,20
G-U: Servicios;TOTAL;Total;2017;5.698.027,80
G-U: Servicios;TOTAL;Total;2016;6.578.954,00
G-U: Servicios;TOTAL;Total;2015;6.490.305,70
HH: Hogares;(01-03): Químicos;No peligrosos;2021;4.718,40
HH: Hogares;(01-03): Químicos;No peligrosos;2020;4.356,50
HH: Hogares;(01-03): Químicos;No peligrosos;2019;4.851,90
HH: Hogares;(01-03): Químicos;No peligrosos;2018;7.630,60
HH: Hogares;(01-03): Químicos;No peligrosos;2017;..
HH: Hogares;(01-03): Químicos;No peligrosos;2016;..
HH: Hogares;(01-03): Químicos;No peligrosos;2015;..
HH: Hogares;(01-03): Químicos;Peligrosos;2021;..
HH: Hogares;(01-03): Químicos;Peligrosos;2020;..
HH: Hogares;(01-03): Químicos;Peligrosos;2019;..
HH: Hogares;(01-03): Químicos;Peligrosos;2018;1.641,20
HH: Hogares;(01-03): Químicos;Peligrosos;2017;4.270,20
HH: Hogares;(01-03): Químicos;Peligrosos;2016;4.238,20
HH: Hogares;(01-03): Químicos;Peligrosos;2015;4.111,60
HH: Hogares;(01-03): Químicos;Total;2021;4.718,40
HH: Hogares;(01-03): Químicos;Total;2020;4.356,50
HH: Hogares;(01-03): Químicos;Total;2019;4.851,90
HH: Hogares;(01-03): Químicos;Total;2018;9.271,80
HH: Hogares;(01-03): Químicos;Total;2017;4.270,20
HH: Hogares;(01-03): Químicos;Total;2016;4.238,20
HH: Hogares;(01-03): Químicos;Total;2015;4.111,60
HH: Hogares;(06): Metálicos;No peligrosos;2021;26.811,60
HH: Hogares;(06): Metálicos;No peligrosos;2020;46.296,20
HH: Hogares;(06): Metálicos;No peligrosos;2019;21.887,50
HH: Hogares;(06): Metálicos;No peligrosos;2018;27.875,30
HH: Hogares;(06): Metálicos;No peligrosos;2017;20.939,90
HH: Hogares;(06): Metálicos;No peligrosos;2016;20.376,30
HH: Hogares;(06): Metálicos;No peligrosos;2015;22.430,20
HH: Hogares;(06): Metálicos;Peligrosos;2021;..
HH: Hogares;(06): Metálicos;Peligrosos;2020;..
HH: Hogares;(06): Metálicos;Peligrosos;2019;..
HH: Hogares;(06): Metálicos;Peligrosos;2018;..
HH: Hogares;(06): Metálicos;Peligrosos;2017;..
HH: Hogares;(06): Metálicos;Peligrosos;2016;..
HH: Hogares;(06): Metálicos;Peligrosos;2015;..
HH: Hogares;(06): Metálicos;Total;2021;26.811,60
HH: Hogares;(06): Metálicos;Total;2020;46.296,20
HH: Hogares;(06): Metálicos;Total;2019;21.887,50
HH: Hogares;(06): Metálicos;Total;2018;27.875,30
HH: Hogares;(06): Metálicos;Total;2017;20.939,90
HH: Hogares;(06): Metálicos;Total;2016;20.376,30
HH: Hogares;(06): Metálicos;Total;2015;22.430,20
HH: Hogares;(07.1): Vidrio;No peligrosos;2021;878.014,10
HH: Hogares;(07.1): Vidrio;No peligrosos;2020;828.865,40
HH: Hogares;(07.1): Vidrio;No peligrosos;2019;904.986,00
HH: Hogares;(07.1): Vidrio;No peligrosos;2018;834.763,70
HH: Hogares;(07.1): Vidrio;No peligrosos;2017;815.882,60
HH: Hogares;(07.1): Vidrio;No peligrosos;2016;797.927,90
HH: Hogares;(07.1): Vidrio;No peligrosos;2015;755.608,10
HH: Hogares;(07.1): Vidrio;Peligrosos;2021;..
HH: Hogares;(07.1): Vidrio;Peligrosos;2020;..
HH: Hogares;(07.1): Vidrio;Peligrosos;2019;..
HH: Hogares;(07.1): Vidrio;Peligrosos;2018;..
HH: Hogares;(07.1): Vidrio;Peligrosos;2017;..
HH: Hogares;(07.1): Vidrio;Peligrosos;2016;..
HH: Hogares;(07.1): Vidrio;Peligrosos;2015;..
HH: Hogares;(07.1): Vidrio;Total;2021;878.014,10
HH: Hogares;(07.1): Vidrio;Total;2020;828.865,40
HH: Hogares;(07.1): Vidrio;Total;2019;904.986,00
HH: Hogares;(07.1): Vidrio;Total;2018;834.763,70
HH: Hogares;(07.1): Vidrio;Total;2017;815.882,60
HH: Hogares;(07.1): Vidrio;Total;2016;797.927,90
HH: Hogares;(07.1): Vidrio;Total;2015;755.608,10
HH: Hogares;(07.2): Papel y Cartón;No peligrosos;2021;1.491.158,10
HH: Hogares;(07.2): Papel y Cartón;No peligrosos;2020;1.340.017,00
HH: Hogares;(07.2): Papel y Cartón;No peligrosos;2019;1.287.417,70
HH: Hogares;(07.2): Papel y Cartón;No peligrosos;2018;1.067.384,50
HH: Hogares;(07.2): Papel y Cartón;No peligrosos;2017;1.061.379,70
HH: Hogares;(07.2): Papel y Cartón;No peligrosos;2016;1.021.166,20
HH: Hogares;(07.2): Papel y Cartón;No peligrosos;2015;1.008.958,60
HH: Hogares;(07.2): Papel y Cartón;Peligrosos;2021;..
HH: Hogares;(07.2): Papel y Cartón;Peligrosos;2020;..
HH: Hogares;(07.2): Papel y Cartón;Peligrosos;2019;..
HH: Hogares;(07.2): Papel y Cartón;Peligrosos;2018;..
HH: Hogares;(07.2): Papel y Cartón;Peligrosos;2017;..
HH: Hogares;(07.2): Papel y Cartón;Peligrosos;2016;..
HH: Hogares;(07.2): Papel y Cartón;Peligrosos;2015;..
HH: Hogares;(07.2): Papel y Cartón;Total;2021;1.491.158,10
HH: Hogares;(07.2): Papel y Cartón;Total;2020;1.340.017,00
HH: Hogares;(07.2): Papel y Cartón;Total;2019;1.287.417,70
HH: Hogares;(07.2): Papel y Cartón;Total;2018;1.067.384,50
HH: Hogares;(07.2): Papel y Cartón;Total;2017;1.061.379,70
HH: Hogares;(07.2): Papel y Cartón;Total;2016;1.021.166,20
HH: Hogares;(07.2): Papel y Cartón;Total;2015;1.008.958,60
HH: Hogares;(07.4): Plásticos;No peligrosos;2021;20.871,00
HH: Hogares;(07.4): Plásticos;No peligrosos;2020;14.254,10
HH: Hogares;(07.4): Plásticos;No peligrosos;2019;39.506,50
HH: Hogares;(07.4): Plásticos;No peligrosos;2018;24.050,40
HH: Hogares;(07.4): Plásticos;No peligrosos;2017;24.571,20
HH: Hogares;(07.4): Plásticos;No peligrosos;2016;25.119,10
HH: Hogares;(07.4): Plásticos;No peligrosos;2015;39.453,00
HH: Hogares;(07.4): Plásticos;Peligrosos;2021;..
HH: Hogares;(07.4): Plásticos;Peligrosos;2020;..
HH: Hogares;(07.4): Plásticos;Peligrosos;2019;..
HH: Hogares;(07.4): Plásticos;Peligrosos;2018;..
HH: Hogares;(07.4): Plásticos;Peligrosos;2017;..
HH: Hogares;(07.4): Plásticos;Peligrosos;2016;..
HH: Hogares;(07.4): Plásticos;Peligrosos;2015;..
HH: Hogares;(07.4): Plásticos;Total;2021;20.871,00
HH: Hogares;(07.4): Plásticos;Total;2020;14.254,10
HH: Hogares;(07.4): Plásticos;Total;2019;39.506,50
HH: Hogares;(07.4): Plásticos;Total;2018;24.050,40
HH: Hogares;(07.4): Plásticos;Total;2017;24.571,20
HH: Hogares;(07.4): Plásticos;Total;2016;25.119,10
HH: Hogares;(07.4): Plásticos;Total;2015;39.453,00
HH: Hogares;(07.5): Madera;No peligrosos;2021;168.900,50
HH: Hogares;(07.5): Madera;No peligrosos;2020;149.713,00
HH: Hogares;(07.5): Madera;No peligrosos;2019;139.473,20
HH: Hogares;(07.5): Madera;No peligrosos;2018;136.153,20
HH: Hogares;(07.5): Madera;No peligrosos;2017;189.733,40
